direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,ml_score,smc_ok,volume_spike,funding_rate,orderbook_imbalance,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason
LONG,546.95,555.3092,546.95,2.25,TREND,33.5335,3.9107,28.9498,6.9406,4,BOS,False,2024-08-19 16:00:00,0.88,True,True,,,ABOVE,0.11141730899146501,0.4139375863651014,BNBUSDT,1,1.937984496123963,3.7152000000000953,2024-08-19 17:00:00,555.3092,0.9313595693214529,take_profit
LONG,554.15,565.2986,550.0209,2.7,TREND,37.3686,4.3464,37.4692,6.2449,4,BOS,True,2024-08-19 17:00:00,1.0,True,True,,,ABOVE,0.09027761537126612,0.3727653016294944,BNBUSDT,1,0.0,4.129099999999994,2024-08-19 18:00:00,550.0209,-0.3727653016294944,stop_loss
LONG,532.95,547.7446,532.95,2.7,TREND,39.5872,5.7679,39.7523,13.4985,4,BOS,True,2024-09-11 17:00:00,0.96,True,True,,,ABOVE,0.06776420790293422,0.37131397720413006,BNBUSDT,7,0.9398667761656992,5.47950000000003,2024-09-12 00:00:00,532.95,-0.0,stop_loss
LONG,559.35,571.1902,554.3116,2.35,TREND,34.9849,5.3036,31.9192,9.899,4,BOS,True,2024-09-18 23:00:00,1.0,True,True,,,ABOVE,0.08597960465058016,0.43319964007148515,BNBUSDT,9,0.337408701174961,5.038400000000024,2024-09-19 08:00:00,554.3116,-0.43319964007148515,stop_loss
LONG,574.0,583.5916,569.6402,2.2,TREND,26.108,4.5893,28.716,21.0895,4,BOS,True,2024-09-20 04:00:00,0.9563,True,True,,,ABOVE,0.08478080593730905,0.3696273577254758,BNBUSDT,4,0.33258406348916514,4.35979999999995,2024-09-20 08:00:00,569.6402,-0.3696273577254758,stop_loss
LONG,577.15,585.4679,577.15,2.7,TREND,39.1174,3.2429,38.6564,10.022,3,BOS,True,2024-09-21 06:00:00,0.96,True,True,,,ABOVE,0.11382331182335183,0.35065547673419756,BNBUSDT,1,1.7690784561950474,3.080699999999979,2024-09-21 07:00:00,577.15,-0.0,stop_loss
SHORT,581.6,573.3669,581.6,2.2,TREND,27.8315,3.9393,7.2529,37.4433,4,BOS,True,2024-09-30 01:00:00,1.0,True,True,,,BELOW,0.09838555181864292,0.3681882505709074,BNBUSDT,1,1.7368997675226465,3.7423,2024-09-30 02:00:00,581.6,-0.0,stop_loss
SHORT,575.1,565.5242,579.1748,2.35,TREND,32.251,4.2893,6.6611,44.1299,4,BOS,True,2024-09-30 02:00:00,1.0,True,True,,,BELOW,0.11595863720902459,0.47250825489933135,BNBUSDT,3,0.0,4.074799999999982,2024-09-30 05:00:00,579.1748,-0.47250825489933135,stop_loss
LONG,575.25,582.7847,572.0438,2.35,TREND,33.6773,3.375,31.8519,4.6561,4,BOS,True,2024-10-07 00:00:00,1.0,True,True,,,ABOVE,0.14663693881494727,0.4701473532284791,BNBUSDT,3,0.046784355311577194,3.206199999999967,2024-10-07 03:00:00,572.0438,-0.4701473532284791,stop_loss
LONG,580.2,589.436,576.6477,2.6,TREND,37.5982,3.7393,30.9456,18.1471,4,BOS,False,2024-10-14 03:00:00,0.88,True,True,,,ABOVE,0.08966330953734471,0.31851097446951493,BNBUSDT,4,0.2955831433155806,3.5523000000000593,2024-10-14 07:00:00,576.6477,-0.31851097446951493,stop_loss
LONG,598.1,608.5369,593.6588,2.35,TREND,28.9268,4.675,22.0779,16.8831,4,BOS,True,2024-10-15 13:00:00,1.0,True,True,,,ABOVE,0.08179726753990464,0.36327802459822295,BNBUSDT,1,0.0,4.441199999999981,2024-10-15 14:00:00,593.6588,-0.3632780245982229,stop_loss
SHORT,588.3,579.9729,591.3841,2.7,TREND,37.2123,3.2464,7.3707,36.1936,4,BOS,True,2024-10-22 08:00:00,1.0,True,True,,,BELOW,0.11733200542694729,0.36186363793725224,BNBUSDT,2,0.0,3.084100000000035,2024-10-22 10:00:00,591.3841,-0.36186363793725224,stop_loss
LONG,594.2,599.5285,591.8318,2.25,TREND,32.1272,2.4929,29.7994,10.0287,4,BOS,False,2024-10-28 09:00:00,0.88,True,True,,,ABOVE,0.17067784288544482,0.40419926752131075,BNBUSDT,6,0.696731694958186,2.3682000000000016,2024-10-28 15:00:00,591.8318,-0.4041992675213107,stop_loss
LONG,600.8,609.2095,600.8,2.7,TREND,35.1742,3.2786,29.085,12.7451,4,BOS,True,2024-10-28 21:00:00,1.0,True,True,,,ABOVE,0.1344296399937918,0.4186945567246633,BNBUSDT,3,1.059526102870376,3.114599999999996,2024-10-29 00:00:00,600.8,-0.0,stop_loss
LONG,635.7,651.8458,628.8295,2.35,TREND,28.9917,7.2321,48.4938,10.6667,4,BOS,True,2024-11-09 03:00:00,1.0,True,True,,,ABOVE,0.052235070027092684,0.3588810486211399,BNBUSDT,1,0.0,6.870499999999993,2024-11-09 04:00:00,628.8295,-0.3588810486211399,stop_loss
LONG,647.6,662.5976,641.218,2.35,TREND,32.9642,6.7179,36.9484,12.5997,4,BOS,True,2024-11-23 01:00:00,1.0,True,True,,,ABOVE,0.07188512260596337,0.4587708524712627,BNBUSDT,1,0.0,6.382000000000062,2024-11-23 02:00:00,641.218,-0.4587708524712627,stop_loss
LONG,678.75,705.0412,678.75,2.7,TREND,36.2541,10.25,32.4739,22.1951,4,BOS,True,2024-12-03 18:00:00,1.0,True,True,,,ABOVE,0.036528636991982374,0.35569760270942674,BNBUSDT,1,1.2580231065468608,9.737499999999955,2024-12-03 19:00:00,678.75,-0.0,stop_loss
LONG,691.0,719.5998,691.0,2.7,TREND,36.9,11.15,39.1095,20.4036,4,BOS,True,2024-12-03 19:00:00,1.0,True,True,,,ABOVE,0.033580137145095834,0.35569760270942674,BNBUSDT,1,2.213830540476762,10.592499999999973,2024-12-03 20:00:00,691.0,-0.0,stop_loss
LONG,714.45,746.6774,714.45,2.7,TREND,36.9374,12.5643,44.2865,18.1069,4,BOS,True,2024-12-03 20:00:00,1.0,True,True,,,ABOVE,0.029800152705609574,0.35569760270942674,BNBUSDT,2,1.8515260428448062,11.93610000000001,2024-12-03 22:00:00,714.45,-0.0,stop_loss
LONG,18.14,19.4007,17.6731,2.7,TREND,36.55,0.4915,35.8959,8.3418,4,BOS,True,2024-12-06 19:00:00,1.0,True,True,,,ABOVE,0.7618282345457861,0.35569760270942674,UNIUSDT,3,0.0,0.466899999999999,2024-12-06 22:00:00,17.6731,-0.35569760270942674,stop_loss
LONG,0.366,0.3979,0.3524,2.35,TREND,30.605,0.0143,48.1133,10.2454,4,BOS,True,2024-12-06 22:00:00,1.0,True,True,,,ABOVE,27.355026922513957,0.37202836614618984,HBARUSDT,2,0.1426470588235292,0.013600000000000001,2024-12-07 00:00:00,0.3524,-0.37202836614618984,stop_loss
LONG,3988.54,4097.6717,3988.54,2.6,TREND,35.1111,44.1829,28.2964,13.1337,4,BOS,False,2024-12-06 14:00:00,0.88,True,True,,,ABOVE,0.008638846522384256,0.3626043522766001,ETHUSDT,11,1.9688519239428466,41.97370000000001,2024-12-07 01:00:00,3988.54,-0.0,stop_loss
LONG,2.5424,2.6298,2.5036,2.25,TREND,34.1421,0.0409,23.1697,15.5688,3,BOS,False,2024-12-07 15:00:00,0.876,True,True,,,ABOVE,8.82955345866987,0.3425866741963925,XRPUSDT,2,0.0,0.03880000000000017,2024-12-07 17:00:00,2.5036,-0.34258667419639244,stop_loss
LONG,0.458,0.4766,0.458,2.7,TREND,35.9293,0.0073,32.5886,11.752,4,BOS,True,2024-12-07 16:00:00,1.0,True,True,,,ABOVE,59.66304156898512,0.41167498682599835,DOGEUSDT,3,1.1014492753623155,0.006900000000000017,2024-12-07 19:00:00,0.458,-0.0,stop_loss
SHORT,1.1237,1.0856,1.1237,2.25,TREND,34.4046,0.0178,9.7395,36.994,4,BOS,False,2024-12-09 08:00:00,0.88,True,True,,,BELOW,21.20451369209016,0.35835628139632664,ADAUSDT,3,1.130177514792884,0.016900000000000137,2024-12-09 11:00:00,1.1237,-0.0,stop_loss
SHORT,124.49,119.4063,124.49,2.35,TREND,30.082,2.2771,11.857,41.8758,4,BOS,True,2024-12-09 08:00:00,1.0,True,True,,,BELOW,0.17062218362604137,0.36910696983821645,LTCUSDT,3,1.206490084592979,2.1633000000000067,2024-12-09 11:00:00,124.49,-0.0,stop_loss
SHORT,8.555,8.1118,8.7191,2.7,TREND,35.0738,0.1728,8.3506,43.241,4,BOS,True,2024-12-09 08:00:00,1.0,True,True,,,BELOW,2.4992008249591553,0.41011885537579607,AXSUSDT,5,0.530164533820841,0.16409999999999947,2024-12-09 13:00:00,8.7191,-0.41011885537579607,stop_loss
SHORT,7.141,6.8337,7.2776,2.25,TREND,34.2477,0.1438,7.4516,41.1823,4,BOS,False,2024-12-09 08:00:00,0.88,True,True,,,BELOW,2.6233988389189435,0.35835628139632664,FILUSDT,6,0.8199121522694027,0.1365999999999996,2024-12-09 14:00:00,7.2776,-0.3583562813963267,stop_loss
SHORT,97847.9,95708.1404,97847.9,2.25,TREND,31.5667,1001.0571,14.1508,31.6658,4,BOS,False,2024-12-09 15:00:00,0.88,True,True,,,BELOW,0.0004109727200353623,0.3908368239363259,BTCUSDT,6,1.6276477403940164,951.0043000000005,2024-12-09 21:00:00,95708.1404,0.8793828230337748,take_profit
SHORT,14.69,13.2551,14.69,2.6,TREND,39.5223,0.5809,12.5169,27.2839,4,BOS,False,2024-12-10 15:00:00,0.8,True,True,,,BELOW,0.5572383309653911,0.30753983485979924,UNIUSDT,2,1.112520384127558,0.5518999999999998,2024-12-10 17:00:00,14.69,-0.0,stop_loss
LONG,0.3203,0.3365,0.3129,2.2,TREND,25.2377,0.0078,44.7194,10.138,4,BOS,True,2024-12-13 12:00:00,0.96,True,True,,,ABOVE,47.562466952792015,0.3519622554506591,HBARUSDT,1,0.0,0.007399999999999962,2024-12-13 13:00:00,0.3129,-0.3519622554506591,stop_loss
SHORT,118.37,114.5701,120.6052,1.7,RANGE,15.52,2.3529,20.5829,15.2095,5,SWEEP,False,2024-12-13 15:00:00,0.5937,True,True,,,,0.11844148035844558,0.2647403968971966,LTCUSDT,4,0.0,2.235199999999992,2024-12-13 19:00:00,120.6052,-0.2647403968971966,stop_loss
SHORT,7.532,7.285,7.6371,2.35,TREND,30.1294,0.1106,13.9445,32.7308,3,BOS,True,2024-12-14 13:00:00,1.0,True,True,,,BELOW,3.325986539904923,0.34956118534400804,AXSUSDT,1,0.0,0.1051000000000002,2024-12-14 14:00:00,7.6371,-0.34956118534400804,stop_loss
SHORT,523.4,507.1855,529.4054,2.7,TREND,35.5931,6.3214,13.3333,25.9887,4,BOS,True,2024-12-14 13:00:00,1.0,True,True,,,BELOW,0.06790911228250276,0.40782138290134273,BCHUSDT,2,0.0,6.005400000000009,2024-12-14 15:00:00,529.4054,-0.4078213829013427,stop_loss
SHORT,3832.99,3767.6082,3857.2055,2.7,TREND,35.3667,25.49,10.371,36.5073,3,BOS,True,2024-12-14 18:00:00,1.0,True,True,,,BELOW,0.0159040647543377,0.38512488005866846,ETHUSDT,1,0.0,24.215500000000247,2024-12-14 19:00:00,3857.2055,-0.38512488005866846,stop_loss
SHORT,3844.45,3771.7909,3871.3608,2.7,TREND,36.6348,28.3271,16.201,23.4177,4,BOS,True,2024-12-15 07:00:00,1.0,True,True,,,BELOW,0.012824328776728294,0.34511294684478117,ETHUSDT,3,0.0,26.91080000000011,2024-12-15 10:00:00,3871.3608,-0.34511294684478117,stop_loss
LONG,106352.6,108508.5741,106352.6,2.7,TREND,35.7831,840.5357,25.7064,20.8982,4,BOS,True,2024-12-16 15:00:00,1.0,True,True,,,ABOVE,0.0005022663677016724,0.40106416478045837,BTCUSDT,4,0.9605403271021767,798.5089000000007,2024-12-16 19:00:00,106352.6,-0.0,stop_loss
LONG,730.35,742.1663,725.3218,2.35,TREND,28.7726,5.2929,30.1619,12.6181,4,BOS,True,2024-12-16 18:00:00,1.0,True,True,,,ABOVE,0.06836825983404354,0.3437692840975357,BNBUSDT,1,0.0,5.02819999999997,2024-12-16 19:00:00,725.3218,-0.34376928409753565,stop_loss
SHORT,15.852,15.1887,16.1535,2.2,TREND,26.643,0.3174,21.3144,25.2757,4,BOS,True,2024-12-17 00:00:00,0.9196,True,True,,,BELOW,1.135757388944708,0.34243085276683033,UNIUSDT,2,0.0,0.30150000000000077,2024-12-17 02:00:00,16.1535,-0.34243085276683033,stop_loss
SHORT,6.354,6.1259,6.4554,2.25,TREND,33.4636,0.1067,13.8554,24.0295,4,BOS,False,2024-12-17 15:00:00,0.88,True,True,,,BELOW,3.7721200811913964,0.38249297623280737,FILUSDT,2,0.0,0.10139999999999993,2024-12-17 17:00:00,6.4554,-0.38249297623280737,stop_loss
SHORT,27.19,25.8583,27.7567,2.35,TREND,28.9234,0.5965,12.2021,26.7752,4,BOS,True,2024-12-18 04:00:00,1.0,True,True,,,BELOW,0.5992737503635164,0.33960843433100313,LINKUSDT,7,0.26116110817010835,0.5666999999999973,2024-12-18 11:00:00,27.7567,-0.33960843433100313,stop_loss
SHORT,508.9,491.4946,508.9,2.25,TREND,34.847,8.1429,13.5088,29.5614,4,BOS,False,2024-12-18 19:00:00,0.88,True,True,,,BELOW,0.0445796588525718,0.34485486698584256,BCHUSDT,1,3.1154258825962438,7.735700000000065,2024-12-18 20:00:00,491.4946,0.7759267941925526,take_profit
SHORT,2.4015,2.2909,2.4015,2.25,TREND,32.0435,0.0518,16.4665,28.3506,4,BOS,False,2024-12-18 19:00:00,0.88,True,True,,,BELOW,7.710169790333892,0.3793403536844268,XRPUSDT,1,1.4939024390243953,0.04919999999999991,2024-12-18 20:00:00,2.2909,0.852744778810927,take_profit
SHORT,484.8,458.2889,484.8,2.7,TREND,37.8422,10.3357,10.6427,46.1645,4,BOS,True,2024-12-18 20:00:00,1.0,True,True,,,BELOW,0.035098358548830436,0.3446272727551106,BCHUSDT,6,1.3341616678039334,9.818899999999985,2024-12-19 02:00:00,458.2889,0.9304960933238985,take_profit
SHORT,2.1288,1.964,2.1288,2.7,TREND,38.0957,0.0642,17.0911,29.5897,4,BOS,True,2024-12-20 09:00:00,0.96,True,True,,,BELOW,5.709017479423905,0.3482500662448579,XRPUSDT,1,1.0885245901639393,0.06099999999999994,2024-12-20 10:00:00,2.1288,-0.0,stop_loss
SHORT,0.2479,0.2258,0.2479,2.35,TREND,34.6437,0.0099,14.8092,28.0934,4,BOS,True,2024-12-20 10:00:00,1.0,True,True,,,BELOW,43.22252595237615,0.40629174395233425,HBARUSDT,1,1.4148936170212827,0.009399999999999964,2024-12-20 11:00:00,0.2479,-0.0,stop_loss
SHORT,2.0624,1.8964,2.0624,2.7,TREND,36.0761,0.0647,16.9666,33.613,4,BOS,True,2024-12-20 10:00:00,1.0,True,True,,,BELOW,5.66260270316841,0.3482500662448579,XRPUSDT,1,1.5560975609756054,0.06150000000000011,2024-12-20 11:00:00,2.0624,-0.0,stop_loss
SHORT,0.2346,0.208,0.2444,2.7,TREND,36.0139,0.0104,11.5016,35.3663,4,BOS,True,2024-12-20 11:00:00,1.0,True,True,,,BELOW,35.53572104539365,0.3482500662448579,HBARUSDT,1,0.0,0.009800000000000003,2024-12-20 12:00:00,0.2444,-0.3482500662448579,stop_loss
SHORT,1.9667,1.7905,2.032,2.7,TREND,36.5467,0.0687,11.6124,41.47,4,BOS,True,2024-12-20 11:00:00,1.0,True,True,,,BELOW,5.333079115541457,0.3482500662448579,XRPUSDT,1,0.0,0.06530000000000014,2024-12-20 12:00:00,2.032,-0.3482500662448579,stop_loss
SHORT,6.53,5.9982,6.53,2.6,TREND,38.3783,0.2153,12.8733,32.6476,4,BOS,False,2024-12-20 08:00:00,0.8,True,True,,,BELOW,1.488000852756536,0.3042961743887108,DOTUSDT,5,2.239608801955997,0.20449999999999946,2024-12-20 13:00:00,6.53,-0.0,stop_loss
SHORT,0.3098,0.2935,0.316,2.6,TREND,36.804,0.0066,15.1561,21.8148,3,BOS,False,2024-12-22 14:00:00,0.8666,True,True,,,BELOW,46.37890644208627,0.2875492199409341,DOGEUSDT,2,0.0,0.006199999999999983,2024-12-22 16:00:00,0.316,-0.2875492199409341,stop_loss
SHORT,21.623,20.6765,22.0436,2.25,TREND,30.5871,0.4428,11.0663,21.697,3,BOS,False,2024-12-22 14:00:00,0.88,True,True,,,BELOW,0.7178475533475523,0.30192668093798075,LINKUSDT,2,0.0,0.4206000000000003,2024-12-22 16:00:00,22.0436,-0.30192668093798075,stop_loss
LONG,350.13,372.2065,350.13,2.6,TREND,36.579,8.9379,43.0512,13.442,4,BOS,False,2024-12-23 16:00:00,0.88,True,True,,,ABOVE,0.035322256968930786,0.2999212839231908,AAVEUSDT,5,2.40254386997998,8.490999999999985,2024-12-23 21:00:00,372.2065,0.7797918059746008,take_profit
LONG,683.15,700.1737,685.5,2.25,TREND,30.211,7.9643,37.4888,11.8834,4,BOS,False,2024-12-23 16:00:00,0.88,True,True,,,ABOVE,0.04162214986840645,0.3149173481193503,BNBUSDT,18,1.9230515060599327,7.566100000000006,2024-12-24 10:00:00,685.5,0.0978120521907561,stop_loss
LONG,0.29,0.2991,0.2861,2.35,TREND,28.5189,0.0041,36.9292,3.7644,4,BOS,True,2024-12-28 17:00:00,1.0,True,True,,,ABOVE,88.88720769690387,0.34666011001792146,HBARUSDT,1,0.0,0.003899999999999959,2024-12-28 18:00:00,0.2861,-0.34666011001792146,stop_loss
LONG,194.78,198.9518,193.2349,2.7,TREND,37.8049,1.6264,46.2451,2.4594,3,BOS,True,2024-12-28 17:00:00,1.0,True,True,,,ABOVE,0.21367709904301066,0.3301524857313538,SOLUSDT,3,0.0,1.5450999999999908,2024-12-28 20:00:00,193.2349,-0.3301524857313538,stop_loss
