direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,3505.18,,6.185893,,3489.87,-0.6139249896743514,TREND,35.6478,8.2479,44.2193,5.3434,3.0,3_to_4,0.5,,True,,,6.170000000000073,,,BOS,True,,3480.65,,2025-09-02 02:15:00,2.5,momentum,,NONE,False,momentum,6.0,ABOVE,74.56684577742814,1859.5405433129176,371908.1086625835,1859.5405433129176,XAUTUSDT,5,0.07779323840419852,24.9378999999999,0.25543449929626677,1.0185300285910097,0.25543449929626677,3511.55,3479.78,3480.2421,0,2021,3639,2025-09-02 07:00:00,3489.87,-1141.6184088524208,stop_loss,trailing_stop,15m
SHORT,2.27,2.0,0.021857,,2.268,0.023255813953491015,TREND,36.2352,0.0291,13.7255,27.9412,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.016000000000000014,,,BOS,False,,,2.356,2025-09-02 23:15:00,2.5,zone,full,NONE,False,zone,,ABOVE,18538.324512686555,1853.8324512686554,370766.4902537311,1853.8324512686554,FILUSDT,1,0.023255813953491015,0.08599999999999985,0.10465116279069665,0.06976744186046271,0.10465116279069665,2.276,2.261,2.356,0,2022,32183,2025-09-03 00:00:00,2.268,37.07664902537726,stop_loss,trailing_stop,15m
SHORT,1.0257,2.0,0.014529,,1.0744,-1.0,TREND,31.818,0.0194,2.7655,43.1047,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.013499999999999845,,,BOS,False,,,1.1695,2025-09-01 23:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,18333.417712513205,1833.3417712513203,366668.35425026406,1833.3417712513203,VIRTUALUSDT,35,0.4127310061601647,0.048699999999999966,0.46611909650924394,1.0554414784394235,0.46611909650924394,1.0771,1.003,1.1695,1,2020,7309,2025-09-03 10:00:00,1.0744,-892.8374425993925,stop_loss,trailing_stop,
SHORT,1.0207,2.0,0.014529,,1.0744,-1.0,TREND,31.818,0.0194,2.7655,43.1047,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.013499999999999845,,,BOS,False,,,1.1695,2025-09-02 00:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,18333.417712513205,1833.3417712513203,366668.35425026406,1833.3417712513203,VIRTUALUSDT,34,0.2811918063314687,0.05370000000000008,0.32960893854748646,1.050279329608937,0.32960893854748646,1.0771,1.003,1.1695,2,2020,7309,2025-09-03 10:00:00,1.0744,-984.5045311619606,stop_loss,trailing_stop,
LONG,0.0041,2.0,7.9e-05,,0.004029,-0.23666666666666888,TREND,30.4793,0.0001,23.5334,5.8663,3.5,3_to_4,0.5,BULLISH_BOS,False,,,9.399999999999947e-05,,,BOS,False,,0.0038,,2025-09-04 00:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,18446.311246449754,1844.6311246449754,368926.22492899507,1844.6311246449754,PUMPFUNUSDT,3,0.013333333333332196,0.00030000000000000035,0.14666666666666572,0.4200000000000003,0.14666666666666572,0.004144,0.003974,0.0038,0,2023,1339,2025-09-04 03:00:00,0.004029,-1.3096880984979464,stop_loss,trailing_stop,15m
SHORT,0.7977,,0.007039,,0.7822,1.5979381443298857,TREND,33.1732,0.0094,14.003,27.7778,3.0,3_to_4,0.5,,True,,,0.010499999999999954,,,BOS,True,,,0.8074,2025-09-04 11:30:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,18446.24576204483,1844.624576204483,368924.9152408966,1844.624576204483,WIFUSDT,9,2.319587628865966,0.009700000000000042,2.6391752577319427,0.5154639175257715,2.6391752577319427,0.8027,0.7721,0.8074,0,2025,14447,2025-09-04 20:00:00,0.7822,285.91680931169407,stop_loss,trailing_stop,15m
SHORT,0.3018,,0.001639,,0.2912,1.218390804597703,TREND,38.2869,0.0022,2.9412,41.8301,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.0040999999999999925,,,BOS,True,,,0.3105,2025-09-04 05:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,18446.24576204483,3689.249152408966,368924.9152408966,3689.249152408966,AXLUSDT,20,1.5977011494252926,0.008699999999999986,1.8045977011494274,0.0,1.8045977011494274,0.3018,0.2861,0.3105,0,2024,15281,2025-09-05 01:00:00,0.2912,195.53020507767516,stop_loss,trailing_stop,
SHORT,0.2902,,0.001639,,0.2929,-0.2523364485981293,TREND,38.2869,0.0022,2.9412,41.8301,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.0040999999999999925,,,BOS,True,,,0.3105,2025-09-04 06:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,18446.24576204483,3689.249152408966,368924.9152408966,3689.249152408966,AXLUSDT,20,0.2149532710280399,0.010699999999999987,0.3831775700934577,0.2803738317757015,0.3831775700934577,0.2932,0.2861,0.3105,1,2024,15281,2025-09-05 02:00:00,0.2929,-49.804863557520676,stop_loss,trailing_stop,
SHORT,0.734,3.0,0.01058,,0.7573,-0.3406432748538009,TREND,35.2445,0.0141,20.0506,25.2658,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.006699999999999928,,,BOS,False,,,0.8024,2025-09-05 17:15:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,18467.827869586425,1846.7827869586422,369356.55739172845,1846.7827869586422,FARTCOINUSDT,8,0.0,0.06840000000000002,0.08187134502923885,0.36549707602339204,0.08187134502923885,0.759,0.7284,0.8024,0,2026,6224,2025-09-06 01:00:00,0.7573,-430.30038936136344,stop_loss,trailing_stop,15m
LONG,3585.75,2.0,8.170179,,3585.0,-0.018371726158398497,TREND,35.8213,10.8936,32.6995,10.1502,3.5,3_to_4,0.5,BULLISH_BOS,False,,,8.650000000000091,,,BOS,False,,3547.81,,2025-09-05 21:30:00,2.5,zone,full,NONE,False,zone,,BELOW,45.23811684806422,1846.7827869586422,369356.55739172845,1846.7827869586422,XAUTUSDT,5,0.07789611891160561,40.82360000000017,0.116844178367414,0.11267992043817522,0.116844178367414,3590.52,3581.15,3544.9264,0,2027,3730,2025-09-06 02:00:00,3585.0,-33.928587636048164,stop_loss,trailing_stop,15m
LONG,0.0205,1.0,0.000453,,0.02018,-0.0680851063829789,TREND,30.8184,0.0006,17.0213,2.9551,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0019099999999999985,,,BOS,False,,0.0158,,2025-09-06 20:30:00,2.5,zone,full,NONE,False,zone,,BELOW,18444.616420736555,1844.4616420736554,368892.3284147311,1844.4616420736554,PIPPINUSDT,18,0.21489361702127674,0.004699999999999999,0.2617021276595742,0.11063829787234036,0.2617021276595742,0.02173,0.01998,0.0158,0,2028,5579,2025-09-07 14:00:00,0.02018,-5.902277254635713,stop_loss,trailing_stop,15m
LONG,1.1082,1.0,0.0105,,1.1408,0.43351063829787095,TREND,32.8041,0.014,30.5102,4.1327,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.016000000000000014,,,BOS,True,,1.033,,2025-09-07 02:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,18444.616420736555,3688.923284147311,368892.3284147311,3688.923284147311,VIRTUALUSDT,13,0.5571808510638263,0.07520000000000016,0.6316489361702098,0.0,0.6316489361702098,1.1557,1.1082,1.033,0,2029,7433,2025-09-07 15:00:00,1.1408,601.294495316011,stop_loss,trailing_stop,
LONG,0.0099,,6.3e-05,,0.01023,1.6499999999999893,TREND,36.9379,0.0001,32.8535,14.818,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,4.700000000000017e-05,,,BOS,True,,0.0097,,2025-09-08 03:00:00,2.5,momentum,,NONE,False,momentum,6.0,ABOVE,18474.386031639624,3694.877206327925,369487.72063279245,3694.877206327925,1000PEPEUSDT,14,2.079999999999993,0.00020000000000000052,2.3499999999999934,0.0,2.3499999999999934,0.01037,0.0099,0.0097,0,2030,20608,2025-09-08 17:00:00,0.01023,6.096547390441052,stop_loss,trailing_stop,
LONG,0.010128,,6.3e-05,,0.01023,0.6891891891891843,TREND,36.9379,0.0001,32.8535,14.818,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,4.700000000000017e-05,,,BOS,True,,0.0097,,2025-09-08 08:00:00,2.5,momentum,,NONE,False,momentum,6.0,ABOVE,18474.386031639624,3694.877206327925,369487.72063279245,3694.877206327925,1000PEPEUSDT,9,1.27027027027027,0.00014800000000000056,1.635135135135135,0.4999999999999941,1.635135135135135,0.01037,0.010054,0.0097,1,2030,20608,2025-09-08 17:00:00,0.01023,1.8843873752272353,stop_loss,trailing_stop,
LONG,0.7017,1.0,0.010366,,0.7663,1.2495164410058033,TREND,39.4556,0.0138,30.491,7.0801,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.0474,,,BOS,True,,0.65,,2025-09-08 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,18474.386031639624,4618.596507909906,369487.72063279245,4618.596507909906,ENAUSDT,10,1.7930367504835603,0.05169999999999997,2.0019342359767913,0.0,2.0019342359767913,0.8052,0.7017,0.65,0,2031,12575,2025-09-08 20:00:00,0.7663,1193.4453376439196,stop_loss,trailing_stop,
LONG,4.38,2.0,0.029357,,4.462,2.097186700767288,TREND,31.0469,0.0391,27.3723,15.3285,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.020999999999999908,,,BOS,False,,4.357,,2025-09-09 03:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,18534.4573452601,1853.44573452601,370689.146905202,1853.44573452601,APTUSDT,10,3.503836317135609,0.03909999999999947,3.9386189258312534,0.0,3.9386189258312534,4.534,4.38,4.3409,0,2032,25345,2025-09-09 13:00:00,4.462,1519.8255023113254,stop_loss,trailing_stop,
LONG,4.444,2.0,0.029357,,4.419099999999999,-0.49800000000001354,TREND,31.0469,0.0391,27.3723,15.3285,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.020999999999999908,,,BOS,False,,4.357,,2025-09-09 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,18534.4573452601,1853.44573452601,370689.146905202,1853.44573452601,APTUSDT,10,1.460000000000013,0.04999999999999982,1.8000000000000036,1.0999999999999983,1.8000000000000036,4.534,4.389,4.3409,1,2032,25345,2025-09-09 14:00:00,4.419099999999999,-461.5079878969874,stop_loss,trailing_stop,
LONG,4.071,2.0,0.038266,,4.1176,0.12202147158942302,TREND,30.9839,0.051,21.9376,16.3237,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.03529999999999989,,,BOS,False,,3.6891,,2025-09-09 18:30:00,2.5,zone,full,NONE,False,zone,,BELOW,4867.078612458975,1858.737322098082,371747.4644196164,1858.737322098082,DOTUSDT,6,0.1814611154752557,0.3818999999999999,0.200314218381776,0.0,0.200314218381776,4.1475,4.071,3.6891,0,2034,32346,2025-09-10 00:00:00,4.1176,226.80586334059134,stop_loss,trailing_stop,15m
SHORT,0.6379,1.0,0.015241,,0.6612,-0.28588957055214703,TREND,38.4208,0.0203,8.6819,30.6503,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.022599999999999953,,,BOS,True,,,0.7194,2025-09-09 17:30:00,2.5,zone,full,NONE,False,zone,,BELOW,18587.37322098082,4646.843305245205,371747.4644196164,4646.843305245205,XPLUSDT,9,0.10061349693251513,0.08150000000000002,0.12147239263803702,0.3509202453987724,0.12147239263803702,0.6665,0.628,0.7194,0,2033,438,2025-09-10 02:00:00,0.6612,-433.08579604885284,stop_loss,trailing_stop,15m
LONG,23.628,,0.175179,,23.444,-0.6840148698884839,TREND,38.8659,0.2336,25.9021,9.9694,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.22100000000000009,,,BOS,False,,23.359,,2025-09-10 12:30:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,6905.969971875658,1857.7059224345408,371541.18448690814,1857.7059224345408,LINKUSDT,6,0.44609665427509937,0.26899999999999835,1.1078066914498144,0.758364312267665,1.1078066914498144,23.926,23.424,23.359,0,2035,32364,2025-09-10 18:00:00,23.444,-1270.6984748251284,stop_loss,trailing_stop,15m
LONG,0.8919,3.0,0.008309,,0.8837,-0.10691003911342876,TREND,30.6629,0.0111,32.7531,14.1199,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.0051000000000001044,,,BOS,False,,0.8152,,2025-09-10 12:30:00,2.5,momentum,full,NONE,False,momentum,1.0,BELOW,18577.05922434541,1857.7059224345408,371541.18448690814,1857.7059224345408,WIFUSDT,7,0.10039113428943847,0.07669999999999999,0.21382007822685753,0.2020860495436776,0.21382007822685753,0.9083,0.8764,0.8152,0,2036,14592,2025-09-10 19:00:00,0.8837,-152.33188563963208,stop_loss,trailing_stop,15m
LONG,0.774,1.0,0.010366,,0.7563,-1.0,TREND,39.4556,0.0138,30.491,7.0801,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.0474,,,BOS,True,,0.65,,2025-09-08 17:00:00,2.5,zone,full,NONE,False,zone,,BELOW,18474.386031639624,4618.596507909906,369487.72063279245,4618.596507909906,ENAUSDT,67,3.77966101694914,0.01770000000000005,5.610169491525405,1.2768361581920904,5.610169491525405,0.8733,0.7514,0.65,1,2031,12575,2025-09-11 12:00:00,0.7563,-326.99663276002224,stop_loss,trailing_stop,
LONG,56.884,3.0,0.622179,,56.525,-0.12465277777777828,TREND,32.4345,0.8296,25.5295,13.4407,4.0,4_to_5,1.0,,True,,,0.4750000000000014,,,BOS,True,,54.004,,2025-09-11 23:30:00,2.5,momentum,full,NONE,False,momentum,5.0,ABOVE,1283.9970746308438,3697.9115749368334,369791.15749368333,3697.9115749368334,HYPEUSDT,8,0.109722222222223,2.8800000000000026,0.21388888888888857,0.19374999999999976,0.21388888888888857,57.5,56.326,54.004,0,2037,6731,2025-09-12 07:00:00,56.525,-460.9549497924752,stop_loss,trailing_stop,15m
LONG,112.49,2.0,0.568393,,115.41,1.8717948717948871,TREND,35.3002,0.7579,31.951,9.8963,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.29999999999999716,,,BOS,False,,110.93,,2025-09-12 05:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1185.2280688900198,1848.9557874684167,369791.15749368333,1848.9557874684167,LTCUSDT,4,2.243589743589761,1.559999999999988,2.538461538461563,0.0,2.538461538461563,116.45,112.49,110.93,0,2038,32405,2025-09-12 09:00:00,115.41,3460.86596115886,stop_loss,trailing_stop,
LONG,0.0977,3.0,0.001392,,0.09917,0.26727272727272755,TREND,34.0479,0.0019,23.4321,10.8503,3.0,3_to_4,0.5,,True,,,0.0018099999999999922,,,BOS,True,,0.0922,,2025-09-12 14:00:00,2.5,momentum,full,NONE,False,momentum,13.0,ABOVE,18639.55342525249,1863.9553425252489,372791.06850504974,1863.9553425252489,SIRENUSDT,9,0.4436363636363665,0.005499999999999991,0.7054545454545481,0.06545454545454542,0.7054545454545481,0.10158,0.09734,0.0922,0,2039,4187,2025-09-12 23:00:00,0.09917,27.400143535121142,stop_loss,trailing_stop,
LONG,0.0103,3.0,0.000157,,0.011500000000000003,6.0,TREND,38.7697,0.0002,45.1756,9.717,3.0,3_to_4,0.5,,True,,,9.699999999999986e-05,,,BOS,True,,0.0101,,2025-09-12 23:00:00,2.5,momentum,full,NONE,False,momentum,13.0,BELOW,18640.923432429245,1864.0923432429242,372818.46864858485,1864.0923432429242,1000PEPEUSDT,1,7.949999999999976,0.00020000000000000052,8.034999999999973,0.0,8.034999999999973,0.011907,0.0103,0.0101,0,2040,20724,2025-09-13 00:00:00,0.011500000000000003,22.369108118915154,stop_loss,trailing_stop,
LONG,0.7211,1.0,0.006702,,0.8160999999999995,10.0,TREND,30.0791,0.0089,37.7298,11.5907,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.0046999999999999265,,,BOS,False,,0.7116,,2025-09-13 01:00:00,2.5,zone,full,NONE,False,zone,,BELOW,18642.04188783519,1864.204188783519,372840.8377567038,1864.204188783519,OPUSDT,12,11.715789473684275,0.009499999999999953,12.105263157894797,0.0,12.105263157894797,0.8361,0.7211,0.7116,0,2041,28792,2025-09-13 13:00:00,0.8160999999999995,1770.993979344334,stop_loss,trailing_stop,
LONG,1.2865,,0.019993,,1.3496,2.363295880149815,TREND,37.9552,0.0267,30.0911,12.5938,3.0,3_to_4,0.5,,True,,,0.016599999999999948,,,BOS,True,,1.2796,,2025-09-13 21:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,18730.591586802406,1873.0591586802404,374611.8317360481,1873.0591586802404,VIRTUALUSDT,3,2.7790262172284717,0.026699999999999946,2.850187265917611,0.0,2.850187265917611,1.3626,1.2865,1.2598,0,2042,7596,2025-09-14 00:00:00,1.3496,1181.9003291272306,stop_loss,trailing_stop,
LONG,115.99,2.0,0.568393,,114.85,-1.0,TREND,35.3002,0.7579,31.951,9.8963,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.29999999999999716,,,BOS,False,,110.93,,2025-09-12 06:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1185.2280688900198,1848.9557874684167,369791.15749368333,1848.9557874684167,LTCUSDT,55,4.061403508771936,1.1400000000000006,4.219298245614035,1.298245614035078,4.219298245614035,120.8,114.51,110.93,1,2038,32405,2025-09-14 13:00:00,114.85,-1351.1599985346234,stop_loss,trailing_stop,
LONG,115.71,2.0,0.568393,,114.85,-1.0,TREND,35.3002,0.7579,31.951,9.8963,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.29999999999999716,,,BOS,False,,110.93,,2025-09-12 07:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1185.2280688900198,1848.9557874684167,369791.15749368333,1848.9557874684167,LTCUSDT,54,5.709302325581412,0.8599999999999994,5.9186046511627985,1.39534883720929,5.9186046511627985,120.8,114.51,110.93,2,2038,32405,2025-09-14 13:00:00,114.85,-1019.2961392454164,stop_loss,trailing_stop,
SHORT,0.6455,1.0,0.010987,,0.6702,-0.8727915194346312,TREND,38.5131,0.0146,5.0219,49.4393,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.007900000000000018,,,BOS,True,,,0.6738,2025-09-14 15:15:00,2.5,zone,full,NONE,False,zone,,BELOW,18671.163796369765,3734.232759273953,373423.27592739527,3734.232759273953,XPLUSDT,10,0.35335689045936436,0.028299999999999992,0.5265017667844494,0.8727915194346312,0.5265017667844494,0.6702,0.6306,0.6738,0,2043,556,2025-09-15 01:00:00,0.6702,-461.17774577033424,stop_loss,trailing_stop,15m
SHORT,112.81,2.0,0.849107,,113.7,-0.7861496334246137,TREND,32.8169,1.1321,8.3281,27.8233,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.7999999999999972,,,BOS,False,,,113.9,2025-09-15 14:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1647.2135773413431,1864.8104909081248,372962.09818162496,1864.8104909081248,LTCUSDT,9,0.5829873686070135,1.132099999999994,1.051143891882346,0.8391484851161627,1.051143891882346,113.76,111.62,113.9421,0,2044,32486,2025-09-15 23:00:00,113.7,-1466.0200838337962,stop_loss,trailing_stop,
SHORT,112.15,2.0,0.849107,,113.7,-0.956790123456794,TREND,32.8169,1.1321,8.3281,27.8233,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.7999999999999972,,,BOS,False,,,113.9,2025-09-15 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1647.2135773413431,1864.8104909081248,372962.09818162496,1864.8104909081248,LTCUSDT,7,0.0,1.6199999999999903,0.055555555555557995,0.9938271604938327,0.055555555555557995,113.76,112.06,113.9421,1,2044,32486,2025-09-15 23:00:00,113.7,-2553.181044879077,stop_loss,trailing_stop,
LONG,3692.0,1.0,4.706786,,3683.6,-0.1595744680851085,TREND,37.801,6.2757,26.3829,11.1427,3.5,3_to_4,0.5,BULLISH_BOS,False,,,14.940000000000055,,,BOS,False,,3639.36,,2025-09-16 08:30:00,2.5,zone,full,NONE,False,zone,,BELOW,35.043968185117116,1844.7144852645606,368942.8970529121,1844.7144852645606,XAUTUSDT,7,0.09498480243161117,52.63999999999987,0.20079787234042912,0.27146656534954405,0.20079787234042912,3702.57,3677.71,3639.36,0,2045,3981,2025-09-16 15:00:00,3683.6,-294.36933275498694,stop_loss,trailing_stop,15m
LONG,216.91,2.0,1.82625,,236.11,7.885010266940451,TREND,30.4185,2.435,25.8434,14.2564,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,1.2800000000000011,,,BOS,False,,214.88,,2025-09-16 17:00:00,2.5,zone,full,NONE,False,zone,,BELOW,756.9784963452911,1843.2426386007855,368648.5277201571,1843.2426386007855,SOLUSDT,7,8.833675564681712,2.4350000000000023,9.055441478439421,0.0,9.055441478439421,238.96,216.91,214.475,0,2047,32513,2025-09-17 00:00:00,236.11,14533.987129829602,stop_loss,trailing_stop,
LONG,3689.8,,5.594464,,3686.01,-0.19189873417721334,TREND,35.367,7.4593,21.3349,14.1817,3.0,3_to_4,0.5,,True,,,4.700000000000273,,,BOS,True,,3670.05,,2025-09-16 17:30:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,93.32874119497649,1843.2426386007855,368648.5277201571,1843.2426386007855,XAUTUSDT,8,0.19949367088605569,19.75,0.2273417721518877,0.513924050632916,0.2273417721518877,3694.29,3679.65,3670.05,0,2048,3990,2025-09-17 01:00:00,3686.01,-353.7159291289575,stop_loss,trailing_stop,15m
LONG,0.7813,,0.007061,,0.7719,-0.5911949685534559,TREND,30.5848,0.0094,24.6586,15.5539,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.010499999999999954,,,BOS,True,,0.7654,,2025-09-16 16:00:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,18432.426386007857,3686.485277201571,368648.5277201571,3686.485277201571,OPUSDT,12,0.19496855345911865,0.015900000000000025,0.33962264150943094,1.1886792452830188,0.33962264150943094,0.7867,0.7624,0.7654,0,2046,28879,2025-09-17 04:00:00,0.7719,-173.2648080284732,stop_loss,trailing_stop,
LONG,0.0115,,8.7e-05,,0.010952,-0.49818181818181795,TREND,34.2706,0.0001,21.3235,1.4706,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.00023000000000000104,,,BOS,False,,0.0104,,2025-09-17 03:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,19141.439946042887,1914.1439946042885,382828.7989208577,1914.1439946042885,1000PEPEUSDT,1,0.0,0.0011000000000000003,0.0,0.6154545454545458,0.0,0.0115,0.010823,0.0104,0,2049,20824,2025-09-17 04:00:00,0.010952,-10.489509090431499,stop_loss,trailing_stop,
LONG,4.2725,1.0,0.034446,,4.3862,0.8726016884113554,TREND,36.3682,0.0459,23.3437,12.9238,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.025500000000000078,,,BOS,False,,4.1422,,2025-09-17 19:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,14683.232716950828,1913.2252230186941,382645.0446037388,1913.2252230186941,DOTUSDT,5,1.0207214121258628,0.13030000000000008,1.2033768227168036,0.39217191097467297,1.2033768227168036,4.4293,4.2214,4.1422,0,2050,32539,2025-09-18 00:00:00,4.3862,1669.4835599173045,stop_loss,trailing_stop,15m
LONG,0.2355,2.0,0.002557,,0.24803,2.1982456140350966,TREND,34.1191,0.0034,32.0486,11.6464,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0011499999999999844,,,BOS,False,,0.2298,,2025-09-17 22:00:00,2.5,zone,full,NONE,False,zone,,BELOW,19132.252230186943,1913.2252230186941,382645.0446037388,1913.2252230186941,HBARUSDT,12,2.8614035087719367,0.005699999999999983,2.943859649122819,0.0,2.943859649122819,0.25228,0.2355,0.2298,0,2051,32542,2025-09-18 10:00:00,0.24803,239.72712044424264,stop_loss,trailing_stop,
LONG,305.7932,1.0,2.046429,,308.84,0.535164757956855,TREND,32.496,2.7286,22.6963,16.911,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,2.3100000000000023,,,BOS,False,,300.1,,2025-09-18 14:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,337.73120150714976,1922.7712764205019,384554.25528410036,1922.7712764205019,AAVEUSDT,9,1.0656221457177002,5.69319999999999,1.248296213026062,0.0,1.248296213026062,312.9,305.7932,300.1,0,2052,32558,2025-09-18 23:00:00,308.84,1028.999424751971,stop_loss,trailing_stop,
LONG,0.24215,2.0,0.002557,,0.24151,-0.0790123456790126,TREND,34.1191,0.0034,32.0486,11.6464,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0011499999999999844,,,BOS,False,,0.2298,,2025-09-18 00:00:00,2.5,zone,full,NONE,False,zone,,BELOW,19132.252230186943,1913.2252230186941,382645.0446037388,1913.2252230186941,HBARUSDT,34,1.19259259259259,0.008099999999999996,1.250617283950618,0.1703703703703695,1.250617283950618,0.25228,0.24077,0.2298,1,2051,32542,2025-09-19 10:00:00,0.24151,-12.244641427319676,stop_loss,trailing_stop,
LONG,0.253,2.0,0.00169,,0.2448,-1.0,TREND,38.0562,0.0023,24.691,17.5594,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.0022999999999999687,,,BOS,True,,0.2448,,2025-09-20 06:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,19278.55050337125,4819.637625842813,385571.010067425,4819.637625842813,HBARUSDT,1,0.0,0.008200000000000013,0.0,1.1573170731707296,0.0,0.253,0.24351,0.2448,0,2053,32598,2025-09-20 07:00:00,0.2448,-158.0841141276445,stop_loss,SL,
SHORT,0.0069,1.0,0.000109,,0.007087,-0.46750000000000114,TREND,38.2684,0.0001,3.8993,31.6881,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.00022099999999999984,,,BOS,True,,,0.0073,2025-09-20 09:30:00,2.5,zone,full,NONE,False,zone,,BELOW,19270.646297664873,3854.129259532974,385412.9259532974,3854.129259532974,PUMPFUNUSDT,5,0.3450000000000001,0.0004000000000000002,0.5524999999999993,0.5874999999999997,0.5524999999999993,0.007135,0.006679,0.0073,0,2054,1732,2025-09-20 14:00:00,0.007087,-3.6036108576633414,stop_loss,trailing_stop,15m
SHORT,0.0196,,,0.01913,0.019880000000000002,1.6785714285714073,RANGE,22.9434,0.0003,32.7684,10.1695,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.00017,,,SWEEP,False,0.0195,,,2025-09-20 15:15:00,2.5,zone,,NONE,False,,,,19270.46611712199,1927.0466117121987,385409.32234243973,1927.0466117121987,PIPPINUSDT,3,1.6071428571428394,0.00028000000000000247,1.7499999999999876,0.2857142857142839,1.7499999999999876,0.01968,0.01911,0.019880000000000002,0,2055,5910,2025-09-20 18:00:00,0.01913,9.0571190750473,take_profit,TP,15m
LONG,0.7392,2.0,0.016211,,0.7361,-0.02941176470588229,TREND,38.1202,0.0216,34.0383,14.5406,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.014000000000000012,,,BOS,True,,0.6338,,2025-09-20 19:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,19270.91897307574,3854.1837946151477,385418.37946151476,3854.1837946151477,XPLUSDT,11,0.3548387096774195,0.10539999999999994,0.43453510436432724,0.07874762808349126,0.43453510436432724,0.785,0.7309,0.6338,0,2056,704,2025-09-21 06:00:00,0.7361,-59.73984881653463,stop_loss,trailing_stop,15m
