direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,374.25,1.0,3.522321,,378.75,0.19480519480519462,TREND,38.6567,4.6964,36.2738,12.1673,3.5,3_to_4,0.5,BULLISH_BOS,False,,,7.2000000000000455,,,BOS,False,,351.15,,2024-02-22 05:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.05059589568212455,1.1687651902570784,233.75303805141567,1.1687651902570784,BNBUSDT,11,0.36580086580086496,23.100000000000023,0.4090909090909082,0.0,0.4090909090909082,383.7,374.25,351.15,0,0.0,0.0,0,False,397.35,205,4229,2024-02-22 16:00:00,378.75,0.22768153056956048,stop_loss,trailing_stop,15m
LONG,626.08,,15.103929,,598.35,-0.5,TREND,37.246,20.1386,28.7863,8.7714,3.0,3_to_4,0.5,,True,,,11.879999999999995,,,BOS,True,,598.02,,2024-02-22 12:00:00,2.5,momentum,,NONE,False,momentum,4.0,ABOVE,0.023670139057238467,1.1687651902570784,233.75303805141567,0.6563729560572231,TAOUSDT,7,0.0,27.730000000000018,0.2264695275874493,1.228993869455464,0.2264695275874493,632.36,592.0,591.8814,1,0.5843825951285392,0.5,1,True,641.2586000000001,206,548,2024-02-22 19:00:00,598.35,-0.07199036092868394,stop_loss,trailing_stop,15m
LONG,381.5,3.0,2.882143,,382.25,0.04285714285714286,TREND,39.5676,3.8429,18.5874,11.1524,4.5,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,4.9500000000000455,,,BOS,False,,364.0,,2024-02-22 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.1341108978838749,2.3469407129678106,234.69407129678103,2.3469407129678106,BNBUSDT,6,0.19142857142857272,17.5,0.305714285714287,0.17142857142857143,0.305714285714287,386.85,378.5,364.0,0,0.0,0.0,0,False,399.0,207,4244,2024-02-23 02:00:00,382.25,0.10058317341290618,stop_loss,trailing_stop,15m
LONG,0.0013,2.0,3.4e-05,,0.0011872,-0.564,TREND,30.371,0.0,37.3115,7.1259,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,3.6900000000000084e-05,,,BOS,True,,0.0011,,2024-02-23 12:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,11.739732723509697,2.3479465447019394,234.79465447019393,2.3479465447019394,1000PEPEUSDT,5,0.0,0.00019999999999999987,0.23300000000000093,0.6065000000000003,0.23300000000000093,0.0013466,0.0011787,0.0011,0,0.0,0.0,0,False,0.0014999999999999998,208,4259,2024-02-23 16:00:00,0.0011872,-0.001324241851211893,stop_loss,trailing_stop,15m
LONG,7.9095,1.0,0.065089,,8.073,0.47186147186147087,TREND,32.3903,0.0868,22.2222,3.6214,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0699999999999994,,,BOS,False,,7.563,,2024-02-24 17:00:00,2.5,zone,full,NONE,False,zone,,BELOW,3.3880711432661217,1.1739666511417135,234.7933302283427,1.1739666511417135,AXSUSDT,6,0.59018759018759,0.3465000000000007,0.6392496392496374,0.0,0.6392496392496374,8.131,7.9095,7.563,0,0.0,0.0,0,False,8.256,209,4289,2024-02-24 23:00:00,8.073,0.5539496319240108,stop_loss,trailing_stop,
LONG,0.0013,1.0,2.1e-05,,0.0013853,1.3529999999999993,TREND,33.5189,0.0,26.5482,15.2538,5.0,5_plus,1.25,BULLISH_BOS,True,,,2.1399999999999978e-05,,,BOS,True,,0.0012,,2024-02-25 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.8836819965066685,2.9418409982533342,235.34727986026672,2.9418409982533342,1000PEPEUSDT,15,1.3610000000000004,0.00010000000000000005,1.5509999999999995,0.0,1.5509999999999995,0.0014551,0.0013,0.0012,0,0.0005883681996506671,0.5,1,True,0.0014,210,4314,2024-02-26 09:00:00,0.0013853,0.0010902462739526856,stop_loss,trailing_stop,15m
LONG,0.0013778,1.0,2.1e-05,,0.0013853,0.9032258064516101,TREND,33.5189,0.0,26.5482,15.2538,5.0,5_plus,1.25,BULLISH_BOS,True,,,2.1399999999999978e-05,,,BOS,True,,0.0012,,2024-02-25 22:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.8836819965066685,2.9418409982533342,235.34727986026672,0.0001094364851350235,1000PEPEUSDT,11,3.134408602150556,1.859999999999991e-05,4.155913978494643,2.559139784946253,4.155913978494643,0.0014551,0.0013302,0.0012,1,0.0005883681996506671,0.5,1,True,0.0014,210,4314,2024-02-26 09:00:00,0.0013853,0.0006324958146244666,stop_loss,trailing_stop,15m
LONG,9.626,,0.152893,,10.116,1.617161716171623,TREND,39.5102,0.2039,36.2824,12.0708,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.06300000000000061,,,BOS,False,,9.323,,2024-02-26 20:00:00,2.5,momentum,,NONE,False,momentum,7.0,BELOW,3.8836469076296374,1.1767450130117765,235.34900260235528,1.1767450130117765,APTUSDT,2,2.057755775577564,0.30299999999999905,2.5891089108911016,0.0,2.5891089108911016,10.4105,9.626,9.323,0,0.0,0.0,0,False,9.928999999999998,213,4340,2024-02-26 22:00:00,10.116,1.9029869847385232,stop_loss,trailing_stop,
LONG,395.15,3.0,3.010714,,400.5,0.4280000000000018,TREND,36.8171,4.0143,29.8043,8.0961,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,2.75,,,BOS,False,,382.65,,2024-02-26 19:00:00,2.5,momentum,full,NONE,False,momentum,11.0,ABOVE,0.09413960104094211,1.1767450130117765,235.34900260235528,1.1767450130117765,BNBUSDT,5,0.6080000000000019,12.5,0.7680000000000018,0.0,0.7680000000000018,404.75,395.15,382.65,0,0.0,0.0,0,False,407.65,211,4339,2024-02-27 00:00:00,400.5,0.5036468655690425,stop_loss,trailing_stop,15m
LONG,7.944,1.0,0.079607,,8.043,0.9090909090909063,TREND,30.2015,0.1061,35.7335,17.362,4.5,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.15700000000000003,,,BOS,False,,7.702,,2024-02-26 19:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,4.86258269839577,2.353490026023553,235.34900260235528,2.353490026023553,DOTUSDT,8,0.8099173553719035,0.242,1.0165289256198329,0.0,1.0165289256198329,8.19,7.944,7.702,0,1.1767450130117765,0.5,1,True,8.186,212,4339,2024-02-27 03:00:00,8.043,1.6581407001529544,stop_loss,trailing_stop,15m
LONG,8.14,1.0,0.079607,,8.043,-0.5,TREND,30.2015,0.1061,35.7335,17.362,4.5,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.15700000000000003,,,BOS,False,,7.702,,2024-02-27 01:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,4.86258269839577,2.353490026023553,235.34900260235528,0.47167052174439605,DOTUSDT,2,0.0,0.09700000000000131,0.2061855670103021,1.072164948453604,0.2061855670103021,8.16,8.036,7.702,1,1.1767450130117765,0.5,1,True,8.186,212,4339,2024-02-27 03:00:00,8.043,0.7050744912673804,stop_loss,trailing_stop,15m
LONG,3169.28,,25.783929,,3222.18,0.3681024285018414,TREND,30.7316,34.3786,29.8816,16.3806,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,16.84999999999991,,,BOS,True,,3025.57,,2024-02-26 20:15:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,0.01637666151293266,2.353490026023553,235.34900260235528,2.353490026023553,ETHUSDT,11,0.5358012664393569,143.71000000000004,0.8215851367336976,0.015586945932782937,0.8215851367336976,3287.35,3167.04,3025.57,0,0.0,0.0,0,False,3312.9900000000002,214,4340,2024-02-27 07:00:00,3222.18,0.8663253940341317,stop_loss,trailing_stop,15m
LONG,57084.9,,313.473214,,59360.0,0.3691606224342433,TREND,30.5107,417.9643,16.3479,8.7208,3.0,3_to_4,0.5,,True,,,451.40000000000146,,,BOS,True,,50922.0,,2024-02-28 05:45:00,2.5,momentum,,NONE,False,momentum,6.0,ABOVE,0.00019551280812451707,1.2049258851905866,240.9851770381173,1.2049258851905866,BTCUSDT,12,0.8841779032598285,6162.9000000000015,1.2026481039770227,0.0,1.2026481039770227,64496.7,57084.9,50922.0,0,0.0,0.0,0,False,63247.8,215,4373,2024-02-28 17:00:00,59360.0,0.4448111897640885,stop_loss,trailing_stop,15m
LONG,296.75,,4.323214,,302.5143,1.0,TREND,30.5351,5.7643,26.7658,9.5415,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,1.8000000000000114,,,BOS,False,,293.65,,2024-02-28 16:00:00,2.5,momentum,,NONE,False,momentum,16.0,ABOVE,0.20903247318678564,1.2049258851905866,240.9851770381173,1.2049258851905866,BCHUSDT,1,0.312266884096944,5.7642999999999915,3.0792984404004002,3.382891244383538,3.0792984404004002,314.5,277.25,290.9857,0,0.0,0.0,0,False,302.5143,216,4384,2024-02-28 17:00:00,302.5143,1.2049258851905866,stop_loss,trailing_stop,
LONG,61150.1,2.0,1170.926786,,61254.6,0.018790449927343907,TREND,36.2125,1561.2357,24.7103,15.9809,3.5,3_to_4,0.5,BULLISH_BOS,False,,,391.6999999999971,,,BOS,False,,56735.4,,2024-02-29 02:15:00,2.5,zone,full,NONE,False,zone,,BELOW,0.00021814445953430953,1.21317457056536,242.634914113072,1.21317457056536,BTCUSDT,1,0.08746100329818281,5561.335699999996,0.12227278421620916,0.0,0.12227278421620916,61830.1,61150.1,55588.7643,0,0.0,0.0,0,False,66711.4357,217,4394,2024-02-29 03:00:00,61254.6,0.022796096021335345,stop_loss,trailing_stop,15m
LONG,8.618,2.0,0.097821,,8.687,0.1707920792079185,TREND,33.0203,0.1304,39.9781,7.5575,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.13599999999999923,,,BOS,False,,8.214,,2024-02-29 08:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.0031894827858094,1.2132885510454667,242.65771020909332,1.2132885510454667,DOTUSDT,2,0.4752475247524758,0.4039999999999999,0.7425742574257401,0.0,0.7425742574257401,8.918,8.618,8.214,0,0.0,0.0,0,False,9.022,219,4400,2024-02-29 10:00:00,8.687,0.20722007431221803,stop_loss,trailing_stop,15m
LONG,74.98,2.0,1.242857,,81.52,3.9466537927704985,TREND,39.42,1.6571,48.2328,4.2241,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.8799999999999955,,,BOS,False,,73.81,,2024-02-29 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.7328010689861975,1.2143246514170276,242.86493028340553,1.2143246514170276,LTCUSDT,2,4.598394786072048,1.6570999999999998,4.7854685897049025,0.0,4.7854685897049025,82.91,74.98,73.3229,0,0.0,0.0,0,False,76.6371,220,4402,2024-02-29 12:00:00,81.52,4.792518991169725,stop_loss,trailing_stop,
LONG,107.538,3.0,1.303929,,111.57,1.518696311268317,TREND,39.3849,1.7386,34.7987,2.0131,3.0,3_to_4,0.5,,True,,,1.4599999999999937,,,BOS,True,,103.58,,2024-02-29 08:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.15327040816643092,1.2132885510454667,242.65771020909332,1.2132885510454667,AAVEUSDT,6,1.4608388074785241,3.9579999999999984,1.8928751894896432,0.0,1.8928751894896432,115.03,107.538,103.58,0,0.6066442755227334,0.5,1,True,111.496,218,4400,2024-02-29 14:00:00,111.57,1.2246305612497823,stop_loss,trailing_stop,
LONG,111.6,3.0,1.303929,,111.57,0.49526066350710884,TREND,39.3849,1.7386,34.7987,2.0131,3.0,3_to_4,0.5,,True,,,1.4599999999999937,,,BOS,True,,103.58,,2024-02-29 09:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.1367569139532388,1.2132885510454667,242.65771020909332,0.8656712653240014,AAVEUSDT,5,0.2717219589257503,6.329999999999998,0.5418641390205383,0.21800947867298512,0.5418641390205383,115.03,110.22,103.58,1,0.6066442755227334,0.5,1,True,111.496,218,4400,2024-02-29 14:00:00,111.57,0.6025415681041361,stop_loss,trailing_stop,
LONG,1.0068,,0.053116,,1.2201,1.2114743162108077,TREND,35.4192,0.0708,34.0696,10.9228,4.0,4_to_5,1.0,,True,,,0.033399999999999985,,,BOS,True,,0.707,,2024-03-01 13:00:00,2.5,momentum,,NONE,False,momentum,7.0,ABOVE,4.16085092401483,2.4948462140392915,249.48462140392917,2.4948462140392915,WIFUSDT,10,0.9156104069379594,0.29979999999999996,1.1714476317545037,0.20113408939292834,1.1714476317545037,1.358,0.9465,0.707,0,1.2474231070196462,0.5000000000000002,1,True,1.3066,221,1201,2024-03-01 23:00:00,1.2201,2.1349326091120098,stop_loss,trailing_stop,15m
LONG,317.0951,3.0,6.409821,,398.65,3.125295553571359,TREND,34.7865,8.5464,65.4827,3.8863,4.0,4_to_5,1.0,,True,,,6.0,,,BOS,True,,291.0,,2024-03-02 02:00:00,2.5,momentum,full,NONE,False,momentum,1.0,BELOW,0.09642406199364675,2.5161955401304117,251.61955401304118,2.5161955401304117,BCHUSDT,5,3.4356986560695297,26.095100000000002,3.8629819391379976,0.0,3.8629819391379976,417.9,317.0951,291.0,0,0.0,0.0,0,False,343.1902,222,4442,2024-03-02 07:00:00,398.65,7.863854733485659,stop_loss,trailing_stop,
LONG,12.445,,0.172018,,12.532,0.07604895104895082,TREND,32.508,0.2294,23.9489,8.4086,3.0,3_to_4,0.5,,True,SWEEP_HIGH,,0.23300000000000054,,,BOS,True,,11.301,,2024-03-03 05:00:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,1.1341058074585961,1.2974170437326342,259.48340874652683,1.2974170437326342,UNIUSDT,1,0.06031468531468449,1.1440000000000001,0.166958041958041,0.06818181818181765,0.166958041958041,12.636,12.367,11.301,0,0.0,0.0,0,False,13.589,223,4469,2024-03-03 06:00:00,12.532,0.09866720524889758,stop_loss,trailing_stop,
LONG,0.007,,0.000432,,0.0076843,0.9887857142857144,TREND,34.6507,0.0006,27.0103,17.5511,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.00037500000000000033,,,BOS,False,,0.0056,,2024-03-05 00:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,6.489551898794393,1.2979103797588787,259.5820759517757,1.2979103797588787,1000PEPEUSDT,4,1.0775714285714282,0.0014000000000000002,1.271428571428571,0.0,1.271428571428571,0.00878,0.007,0.0056,0,0.009085372658312158,0.5000000000000003,1,True,0.008400000000000001,225,4512,2024-03-05 04:00:00,0.0076843,0.01352617302265716,stop_loss,trailing_stop,15m
LONG,3566.84,2.0,33.050357,,3738.07,1.3278779674128516,TREND,33.8407,44.0671,17.8899,9.3007,3.5,3_to_4,0.5,BULLISH_BOS,False,,,113.12999999999965,,,BOS,False,,3360.01,,2024-03-04 22:30:00,2.5,zone,partial,NONE,False,zone,,BELOW,0.0031376260207873112,1.2979103797588787,259.5820759517757,1.2979103797588787,ETHUSDT,18,1.1722187303582647,206.82999999999993,1.2668858482811964,0.0,1.2668858482811964,3828.87,3566.84,3360.01,0,0.6489551898794393,0.5,1,True,3773.67,224,4510,2024-03-05 16:00:00,3738.07,1.1862108934188507,stop_loss,trailing_stop,15m
LONG,3763.3,2.0,33.050357,,3738.07,0.32938869353529887,TREND,33.8407,44.0671,17.8899,9.3007,3.5,3_to_4,0.5,BULLISH_BOS,False,,,113.12999999999965,,,BOS,False,,3360.01,,2024-03-05 12:00:00,2.5,zone,partial,NONE,False,zone,,BELOW,0.0031376260207873112,1.2979103797588787,259.5820759517757,0.46399213595402794,ETHUSDT,4,0.3109954016770337,147.8800000000001,0.44340005409791494,0.649851230727619,0.44340005409791494,3828.87,3667.2,3360.01,1,0.6489551898794393,0.5,1,True,3773.67,224,4510,2024-03-05 16:00:00,3738.07,0.5697928853749754,stop_loss,trailing_stop,15m
LONG,416.45,,6.774107,,432.1,1.1272545090180377,TREND,36.9308,9.0321,38.6319,2.3329,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,5.350000000000023,,,BOS,False,,391.5,,2024-03-07 19:00:00,2.5,momentum,,NONE,False,momentum,13.0,BELOW,0.0261875356616826,1.306758029517961,261.3516059035922,1.306758029517961,BCHUSDT,17,0.9639278557114237,24.94999999999999,1.1382765531062142,0.0,1.1382765531062142,444.85,416.45,391.5,0,0.6533790147589805,0.5,1,True,441.4,226,4579,2024-03-08 12:00:00,432.1,1.0632139478643141,stop_loss,trailing_stop,
LONG,440.5,,6.774107,,432.1,-0.11313868613138567,TREND,36.9308,9.0321,38.6319,2.3329,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,5.350000000000023,,,BOS,False,,391.5,,2024-03-08 09:00:00,2.5,momentum,,NONE,False,momentum,13.0,BELOW,0.0261875356616826,1.306758029517961,261.3516059035922,0.35876923856505133,BCHUSDT,3,0.0,13.699999999999989,0.02189781021897895,0.6350364963503646,0.02189781021897895,440.8,431.8,391.5,1,0.6533790147589805,0.5,1,True,441.4,226,4579,2024-03-08 12:00:00,432.1,0.4334037152008473,stop_loss,trailing_stop,
LONG,142.8242,1.0,1.648446,,145.364,0.5617535167654644,TREND,34.0031,2.1979,20.0416,14.9069,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,4.0660000000000025,,,BOS,True,,138.303,,2024-03-08 12:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.5813682729511142,2.6284822356665734,262.84822356665734,2.6284822356665734,SOLUSDT,3,2.0047332566575307,4.521199999999993,2.2506856586746937,0.07170662655931855,2.2506856586746937,153.0,142.5,138.303,0,0.0,0.0,0,False,147.34539999999998,227,4596,2024-03-08 15:00:00,145.364,1.4765591396412479,stop_loss,trailing_stop,
LONG,149.22,1.0,1.648446,,145.364,-1.0,TREND,34.0031,2.1979,20.0416,14.9069,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,4.0660000000000025,,,BOS,True,,138.303,,2024-03-08 13:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.29873524274515745,2.6284822356665734,262.84822356665734,1.1519230960253255,SOLUSDT,2,0.6919087136929487,3.8559999999999945,0.980290456431537,1.7427385892116205,0.980290456431537,153.0,142.5,138.303,1,0.0,0.0,0,False,147.34539999999998,227,4596,2024-03-08 15:00:00,145.364,-1.1519230960253255,stop_loss,trailing_stop,
LONG,68135.0,3.0,665.271429,,68072.0,-0.04030710172744722,TREND,33.973,887.0286,34.5648,11.1826,3.0,3_to_4,0.5,,True,,,674.1000000000058,,,BOS,True,,66572.0,,2024-03-08 18:00:00,2.5,momentum,full,NONE,False,momentum,11.0,ABOVE,0.0008418837479535294,1.3158642980513664,263.1728596102733,1.3158642980513664,BTCUSDT,6,0.6321177223288548,1563.0,0.8582213691618645,0.22744721689059502,0.8582213691618645,69476.4,67779.5,66572.0,0,0.0,0.0,0,False,69698.0,228,4602,2024-03-09 00:00:00,68072.0,-0.05303867612107235,stop_loss,trailing_stop,15m
LONG,10.677,2.0,0.126589,,10.664,-0.03194103194103169,TREND,37.1834,0.1688,28.0576,7.7867,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0909999999999993,,,BOS,False,,10.27,,2024-03-09 11:00:00,2.5,zone,full,NONE,False,zone,,BELOW,3.232430232606293,1.3155991046707614,263.11982093415224,1.3155991046707614,DOTUSDT,5,0.34152334152334424,0.40700000000000003,0.6658476658476677,0.27027027027026884,0.6658476658476677,10.948,10.567,10.27,0,0.0,0.0,0,False,11.084,229,4619,2024-03-09 16:00:00,10.664,-0.04202159302388148,stop_loss,trailing_stop,15m
LONG,1.2813,,0.053116,,0.8619,2.5627086313781584,TREND,35.4192,0.0708,34.0696,10.9228,4.0,4_to_5,1.0,,True,,,0.033399999999999985,,,BOS,True,,0.707,,2024-03-01 22:00:00,2.5,momentum,,NONE,False,momentum,7.0,ABOVE,4.16085092401483,2.4948462140392915,249.48462140392917,1.7450608775318202,WIFUSDT,192,2.5841678588459693,0.4194000000000001,2.6304244158321404,0.717453505007153,2.6304244158321404,2.3845,0.9804,0.707,1,1.2474231070196462,0.5000000000000002,1,True,1.3066,221,1201,2024-03-09 22:00:00,2.1464,4.846975241384874,timeout,timeout,15m
LONG,7.0256,1.0,0.239196,,8.186,3.4888755261575444,TREND,33.3932,0.3189,22.2396,8.5554,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.2270000000000003,,,BOS,False,,6.693,,2024-03-13 03:00:00,2.5,zone,full,NONE,False,zone,,BELOW,4.02773263052485,1.3396238729125662,267.92477458251324,1.3396238729125662,NEARUSDT,2,3.723391461214668,0.33260000000000023,4.583283223090799,0.0,4.583283223090799,8.55,7.0256,6.693,0,0.0,0.0,0,False,7.3582,231,4707,2024-03-13 05:00:00,8.186,4.673780944461037,stop_loss,trailing_stop,
LONG,49.025,,1.159821,,53.685,1.1075619295958283,TREND,30.1187,1.5464,25.8891,13.5797,3.0,3_to_4,0.5,,True,,,1.1450000000000031,,,BOS,True,,41.355,,2024-03-12 15:00:00,2.5,momentum,,NONE,False,momentum,1.0,ABOVE,0.08732880527461316,1.3396238729125662,267.92477458251324,1.3396238729125662,AVAXUSDT,20,1.0215123859191655,7.670000000000002,1.1003911342894397,0.0,1.1003911342894397,57.465,49.025,41.355,0,0.6698119364562831,0.5,1,True,56.695,230,4694,2024-03-13 10:00:00,53.685,1.0767641690359808,stop_loss,trailing_stop,15m
LONG,56.835,,1.159821,,53.685,0.09667093469910404,TREND,30.1187,1.5464,25.8891,13.5797,3.0,3_to_4,0.5,,True,,,1.1450000000000031,,,BOS,True,,41.355,,2024-03-12 18:00:00,2.5,momentum,,NONE,False,momentum,1.0,ABOVE,0.08732880527461316,1.3396238729125662,267.92477458251324,0.682037969194729,AVAXUSDT,16,0.0032010243277847085,7.810000000000002,0.08066581306017956,0.5064020486555694,0.08066581306017956,57.465,52.88,41.355,1,0.6698119364562831,0.5,1,True,56.695,230,4694,2024-03-13 10:00:00,53.685,0.3947261998412518,stop_loss,trailing_stop,15m
LONG,6.9227,2.0,0.167196,,7.878,4.285778375953342,TREND,32.5034,0.2229,25.3124,15.604,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.3819999999999997,,,BOS,False,,6.775,,2024-03-13 11:00:00,2.5,zone,partial,NONE,False,zone,,BELOW,6.14782516590066,1.3703502294792578,274.07004589585154,1.3703502294792578,NEARUSDT,2,4.761327949753251,0.2229000000000001,5.138178555406008,0.0,5.138178555406008,8.068,6.9227,6.6998,0,0.0,0.0,0,False,7.1456,233,4715,2024-03-13 13:00:00,7.878,5.873017380984902,stop_loss,trailing_stop,
LONG,585.6,,6.133929,,596.2,0.16250540407122058,TREND,33.3454,8.1786,57.9913,3.1441,3.0,3_to_4,0.5,,True,,,7.7000000000000455,,,BOS,True,,523.15,,2024-03-13 11:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.021008426203831712,1.3703502294792578,274.07004589585154,1.3703502294792578,BNBUSDT,10,0.20849749956307534,65.22860000000003,0.21769591866144491,0.12111251812855058,0.21769591866144491,599.8,577.7,520.3714,0,0.0,0.0,0,False,650.8286,232,4715,2024-03-13 21:00:00,596.2,0.22268931776061662,stop_loss,trailing_stop,15m
LONG,20.474,2.0,0.167464,,21.143899999999995,3.0,TREND,32.4379,0.2233,23.8644,15.4511,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.1529999999999987,,,BOS,False,,20.53,,2024-03-14 08:00:00,2.5,momentum,full,NONE,False,momentum,7.0,ABOVE,6.273303909417805,1.4008287629729852,280.16575259459705,1.4008287629729852,LINKUSDT,3,5.275414240931527,0.22329999999999828,5.37841468875956,0.0,5.37841468875956,21.675,20.474,20.250700000000002,0,0.0,0.0,0,False,20.6973,234,4736,2024-03-14 11:00:00,21.143899999999995,4.202486288918956,stop_loss,trailing_stop,15m
LONG,56.47,,1.171071,,56.47,0.0,TREND,37.9619,1.5614,33.0741,10.4529,3.0,3_to_4,0.5,,True,,,0.7149999999999963,,,BOS,True,,52.88,,2024-03-14 09:00:00,2.5,momentum,,NONE,False,momentum,15.0,ABOVE,0.34576412177839383,1.4008287629729852,280.16575259459705,1.4008287629729852,AVAXUSDT,2,0.24065755047637882,4.051400000000001,0.3591351137878259,0.17154563854470062,0.3591351137878259,57.925,55.775,52.4186,0,0.0,0.0,0,False,60.5214,235,4737,2024-03-14 11:00:00,56.47,0.0,stop_loss,trailing_stop,15m
SHORT,0.7023,1.0,0.010489,,0.6663,1.4254498714652981,TREND,35.9081,0.014,7.5587,38.3555,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.02190000000000003,,,BOS,False,,,0.7412,2024-03-16 20:00:00,2.5,zone,full,NONE,False,zone,,BELOW,7.109205972087901,1.4218411944175802,284.368238883516,1.4218411944175802,ADAUSDT,4,1.3033419023136288,0.038899999999999935,1.3393316195372782,0.0,1.3393316195372782,0.7023,0.6502,0.7412,0,0.2765481123142189,0.5,1,True,0.6634000000000001,236,4796,2024-03-17 00:00:00,0.6663,0.5324795273093835,stop_loss,trailing_stop,
SHORT,0.6651,1.0,0.010489,,0.6813,-0.5,TREND,35.9081,0.014,7.5587,38.3555,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.02190000000000003,,,BOS,False,,,0.7412,2024-03-16 21:00:00,2.5,zone,full,NONE,False,zone,,BELOW,7.109205972087901,1.4218411944175802,284.368238883516,0.11516913674782395,ADAUSDT,13,1.3641975308641987,0.016199999999999992,2.240740740740742,1.1419753086419735,2.240740740740742,0.6836,0.6288,0.7412,1,0.2765481123142189,0.5,1,True,0.6634000000000001,236,4796,2024-03-17 10:00:00,0.6813,0.16137897556639494,stop_loss,trailing_stop,
SHORT,18.761,,,18.2684,19.089399999999998,2.0000000000000053,RANGE,22.0823,0.3284,23.1187,24.5542,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.3829999999999991,,,SWEEP,False,19.076,,,2024-03-17 20:00:00,2.5,zone,,NONE,False,,,,2.1700829581789973,1.4253104869319588,285.06209738639177,1.4253104869319588,LINKUSDT,6,1.2697929354445798,0.32839999999999847,1.6930572472594505,0.7886723507917222,1.6930572472594505,19.02,18.205,19.089399999999998,0,0.7126552434659794,0.5,1,True,18.4326,238,4819,2024-03-18 01:00:00,18.2684,1.7816381086649524,take_profit,TP,15m
LONG,2.7376,,0.115457,,2.5536,-0.3244577675894907,TREND,32.7146,0.1539,44.5759,14.2261,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.16420000000000012,,,BOS,True,,2.1705,,2024-03-17 18:15:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,5.026663681650358,2.8506209738639177,285.06209738639177,2.8506209738639177,WIFUSDT,16,0.678010932816082,0.5670999999999999,0.7395521072121319,0.4027508375947808,0.7395521072121319,3.157,2.5092,2.1705,0,0.0,0.0,0,False,3.3047,237,1590,2024-03-18 10:00:00,2.5536,-0.9249061174236666,stop_loss,trailing_stop,15m
