direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,capital_before_entry,trade_risk,risk_percent,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit
SHORT,13.308,3.0,0.204696,,13.107,0.09746399650875259,TREND,33.5138,0.2729,14.3156,23.2662,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.4280000000000008,,,BOS,False,,,15.29,2024-04-17 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,2.0623000000000005,15m,30837888.499671917,63596977.45287341,635969774.5287341,63596977.45287341,0.2,LINKUSDT,1,0.032972894341269265,0.10279784706395757,0.035882267371381386,0.10279784706395757,13.382,13.096,15.3703,0,0.0,0.09746399650875259,True,True,0,False,11.2457,1037,20108,2024-04-17 21:00:00,13.107,1000000.0,take_profit,TP,638969774.5287341
SHORT,7.7644,1.0,0.111161,,6.848,4.33081285444235,TREND,37.1929,0.1482,16.2892,24.8675,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3050000000000006,,,BOS,False,,,7.976,2024-04-17 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.2115999999999998,,245725274.7908663,51995468.14574725,635969774.5287341,51995468.14574725,0.2,UNIUSDT,1,3.8724007561436706,4.259924385633274,0.0,4.259924385633274,7.7644,6.863,7.976,0,0.0,4.33081285444235,True,True,0,False,7.5528,1038,20108,2024-04-17 21:00:00,6.848,1000000.0,take_profit,TP,639969774.5287341
SHORT,6.65,3.0,0.096161,,6.515,0.19882179675994227,TREND,35.5614,0.1282,14.5961,20.9471,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.24100000000000055,,,BOS,False,,,7.329,2024-04-17 20:15:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.6789999999999994,15m,93662706.11616121,63596977.45287341,635969774.5287341,63596977.45287341,0.2,DOTUSDT,1,0.023564064801178244,0.15169366715758578,0.07805596465390277,0.15169366715758578,6.703,6.547,7.329,0,0.0,0.19882179675994227,True,True,0,False,5.971000000000001,1035,20108,2024-04-17 21:00:00,6.515,1000000.0,take_profit,TP,640969774.5287341
SHORT,34.36,1.0,0.612857,,33.855,0.10779082177161202,TREND,34.8432,0.8171,18.0507,26.6171,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.4450000000000003,,,BOS,False,,,39.045,2024-04-17 20:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,4.685000000000002,15m,13574594.973932417,63596977.4528734,635969774.5287341,63596977.4528734,0.2,AVAXUSDT,1,0.048025613660619276,0.13340448239060826,0.04482390608324456,0.13340448239060826,34.57,33.735,39.045,0,0.0,0.10779082177161202,True,True,0,False,29.674999999999997,1034,20108,2024-04-17 21:00:00,33.855,1000000.0,take_profit,TP,641969774.5287341
SHORT,62755.2,,652.3875,,62747.0,0.5041168792047379,TREND,37.4065,869.85,17.1302,35.805,5.0,5_plus,1.25,,True,SWEEP_LOW,,552.6999999999971,,,BOS,True,,,64747.0,2024-04-19 01:00:00,2.5,momentum,,NONE,False,momentum,25.0,ABOVE,1991.800000000003,15m,15344.619438597934,61126825.99559882,641969774.5287341,61126825.99559882,0.2,BTCUSDT,5,0.7105131037252711,1.62340596445426,1.116979616427352,1.62340596445426,64980.0,59521.7,64747.0,0,1000000.0,0.5041168792047379,True,True,1,True,60763.399999999994,1039,20137,2024-04-19 06:00:00,62747.0,1000000.0,take_profit,TP,643095600.4081305
SHORT,6.531,1.0,0.064446,,6.491,0.09411764705882365,TREND,33.954,0.0859,10.9726,33.6658,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11500000000000021,,,BOS,False,,,6.106,2024-04-21 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.4249999999999998,15m,151787200.0960308,64509560.040813066,645095600.4081305,64509560.040813066,0.2,FILUSDT,8,0.2729411764705875,0.41647058823529337,0.035294117647060176,0.41647058823529337,6.546,6.354,6.9559999999999995,0,0.0,0.09411764705882365,True,True,0,False,6.106,1040,20200,2024-04-22 00:00:00,6.491,1000000.0,take_profit,TP,646095600.4081305
SHORT,1.1766,1.0,0.011062,,1.19,-0.36413043478260537,TREND,33.7853,0.0147,19.4673,26.9734,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.027700000000000058,,,BOS,False,,,1.2134,2024-04-23 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.036799999999999944,,1647362571.1579053,60622942.61861082,646095600.4081305,60622942.61861082,0.2,ARBUSDT,1,0.0,0.0,0.48913043478260987,0.0,1.1946,1.1766,1.2134,0,0.0,-0.36413043478260537,True,True,0,False,1.1398000000000001,1041,9529,2024-04-23 16:00:00,1.19,-1000000.0,stop_loss,trailing_stop,645095600.4081305
SHORT,0.9026,1.0,0.017271,,0.8624,0.49084249084248915,TREND,30.9579,0.023,16.4082,30.8313,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.027899999999999925,,,BOS,True,,,0.9845,2024-04-24 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.08190000000000008,15m,1575325031.521685,129019120.08162612,645095600.4081305,129019120.08162612,0.2,ENAUSDT,16,0.7509157509157501,0.8461538461538443,0.11599511599511665,0.8461538461538443,0.9121,0.8333,0.9845,0,0.0,0.49084249084248915,True,True,0,False,0.8206999999999999,1042,533,2024-04-25 08:00:00,0.8624,1000000.0,take_profit,TP,646095600.4081305
SHORT,1.3024,2.0,0.012391,,1.1884,3.0563002680965266,TREND,38.0304,0.0165,5.2313,37.527,4.5,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,0.040200000000000014,,,BOS,False,,,1.3397,2024-04-26 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.03729999999999989,,1488242322.807426,55511438.64071682,646095600.4081305,55511438.64071682,0.2,SUIUSDT,3,3.3941018766756144,3.801608579088481,0.0,3.801608579088481,1.3024,1.1606,1.3397,0,0.0,3.0563002680965266,True,True,0,False,1.2651000000000001,1043,8613,2024-04-26 13:00:00,1.1884,1000000.0,take_profit,TP,647095600.4081305
SHORT,9.7727,1.0,0.089571,,8.977,3.010594021944755,TREND,34.7676,0.1194,8.1041,25.5084,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.1255000000000006,,,BOS,False,,,10.037,2024-04-26 12:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.2643000000000004,,198336877.34447914,52420436.68214592,646095600.4081305,52420436.68214592,0.2,APTUSDT,2,3.4948921679909146,3.9848656829360527,0.0,3.9848656829360527,9.7727,8.7195,10.037,0,0.0,3.010594021944755,True,True,0,False,9.5084,1044,13330,2024-04-26 14:00:00,8.977,1000000.0,take_profit,TP,648095600.4081305
SHORT,1.1773,2.0,0.011534,,1.0732,4.283950617283956,TREND,39.2786,0.0154,10.3112,28.3326,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.03980000000000006,,,BOS,False,,,1.2016,2024-04-26 13:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.02429999999999999,,1648931284.4851706,40069030.21298963,647095600.4081305,40069030.21298963,0.2,ARBUSDT,2,4.497942386831276,4.847736625514401,0.0,4.847736625514401,1.1773,1.0595,1.2016,0,0.0,4.283950617283956,True,True,0,False,1.153,1045,9599,2024-04-26 15:00:00,1.0732,1000000.0,take_profit,TP,649095600.4081305
SHORT,1.098,1.0,0.012664,,1.0712,1.3297213622291073,TREND,37.084,0.0169,13.7479,21.5736,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.016800000000000148,,,BOS,False,,,1.1303,2024-04-26 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.032299999999999995,,886742623.5083749,57283573.47864101,649095600.4081305,57283573.47864101,0.2,AXLUSDT,5,1.48606811145511,1.665634674922603,0.0,1.665634674922603,1.098,1.0442,1.1303,0,1000000.0,1.3297213622291073,True,True,1,True,1.0657,1046,3387,2024-04-26 20:00:00,1.0712,1000000.0,take_profit,TP,651095600.4081305
SHORT,1.05,1.0,0.012664,,1.0722,-1.3536036036036048,TREND,37.084,0.0169,13.7479,21.5736,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.016800000000000148,,,BOS,False,,,1.1303,2024-04-26 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.022199999999999998,,259631849.2254231,57283573.47864101,649095600.4081305,11527654.105608784,0.2,AXLUSDT,4,0.0,0.05405405405405811,1.2972972972972947,0.05405405405405811,1.0788,1.0488,1.1303,1,-1000000.0,-1.3536036036036048,True,True,1,True,1.0657,1046,3387,2024-04-26 20:00:00,1.0722,-1000000.0,stop_loss,trailing_stop,649095600.4081305
SHORT,0.8182,3.0,0.017871,,0.8201,-0.046116504854369224,TREND,30.0206,0.0238,12.6499,30.6055,3.0,3_to_4,0.5,,True,,,0.02310000000000001,,,BOS,True,,,0.8594,2024-04-27 02:00:00,2.5,momentum,full,NONE,False,momentum,17.0,BELOW,0.041200000000000014,,1575474758.272161,64909560.04081306,649095600.4081305,64909560.04081306,0.2,ENAUSDT,6,0.26213592233009775,0.6140776699029121,0.5509708737864062,0.6140776699029121,0.8409,0.7929,0.8594,0,0.0,-0.046116504854369224,True,True,0,False,0.777,1047,591,2024-04-27 08:00:00,0.8201,-1000000.0,stop_loss,trailing_stop,648095600.4081305
SHORT,9.6988,1.0,0.103366,,8.922,3.6780303030303045,TREND,36.3519,0.1378,13.5009,33.8948,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.22799999999999976,,,BOS,False,,,9.91,2024-04-27 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.21119999999999983,,200776054.89590377,42403902.79401484,649095600.4081305,42403902.79401484,0.2,APTUSDT,10,4.6770833333333375,4.932765151515157,0.0,4.932765151515157,9.6988,8.657,9.91,0,0.0,3.6780303030303045,True,True,0,False,9.4876,1048,13349,2024-04-27 17:00:00,8.922,1000000.0,take_profit,TP,649095600.4081305
SHORT,0.5092,1.0,0.002582,,0.5087,0.017482517482515583,TREND,32.6052,0.0034,7.2614,41.7012,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.009500000000000064,,,BOS,True,,,0.5378,2024-04-29 03:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.02859999999999996,15m,3824208172.0824656,109372353.72155836,649095600.4081305,109372353.72155836,0.2,XRPUSDT,10,0.27622377622377725,0.3881118881118886,0.0,0.3881118881118886,0.5092,0.4981,0.5378,0,0.0,0.017482517482515583,True,True,0,False,0.4806,1049,20379,2024-04-29 13:00:00,0.5087,1000000.0,take_profit,TP,649095600.4081305
SHORT,33.265,1.0,0.327589,,35.08,-0.29925803792250594,TREND,33.0262,0.4368,7.686,41.4554,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.6599999999999966,,,BOS,True,,,39.33,2024-04-29 07:45:00,2.5,zone,full,NONE,False,zone,,ABOVE,6.064999999999998,15m,21404636.452040587,129819120.0816261,649095600.4081305,129819120.0816261,0.2,AVAXUSDT,7,0.03380049464138473,0.07502061005770791,0.30832646331409697,0.07502061005770791,35.135,32.81,39.33,0,0.0,-0.29925803792250594,True,True,0,False,27.200000000000003,1050,20383,2024-04-29 14:00:00,35.08,-1000000.0,stop_loss,trailing_stop,648095600.4081305
SHORT,5.814,1.0,0.062036,,5.888,-0.2474916387959858,TREND,35.3251,0.0827,4.8359,39.2055,3.0,3_to_4,0.5,,True,,,0.10999999999999943,,,BOS,True,,,6.113,2024-04-29 07:45:00,2.5,momentum,full,NONE,False,momentum,10.0,ABOVE,0.2990000000000004,15m,217088829.5679364,64909560.040813066,649095600.4081305,64909560.040813066,0.2,FILUSDT,2,0.10033444816053583,0.25083612040133807,0.3578595317725755,0.25083612040133807,5.921,5.739,6.113,0,0.0,-0.2474916387959858,True,True,0,False,5.515,1051,20383,2024-04-29 09:00:00,5.888,-1000000.0,stop_loss,trailing_stop,648095600.4081305
SHORT,394.56,,5.759464,,386.61,1.005725190839695,TREND,34.1421,7.6793,11.5803,23.1885,3.5,3_to_4,0.5,,False,SWEEP_LOW,,6.180000000000007,,,BOS,False,,,410.28,2024-04-30 07:00:00,2.5,momentum,,NONE,False,momentum,11.0,BELOW,15.71999999999997,15m,2061372.7748350247,64809560.04081306,648095600.4081305,64809560.04081306,0.2,TAOUSDT,14,1.5324427480916043,1.8784987277353744,0.0,1.8784987277353744,394.56,365.03,410.28,0,1000000.0,1.005725190839695,True,True,1,True,378.84000000000003,1052,2181,2024-04-30 21:00:00,386.61,1000000.0,take_profit,TP,651095600.4081305
SHORT,379.62,,5.759464,,386.61,0.1890569395017792,TREND,34.1421,7.6793,11.5803,23.1885,3.5,3_to_4,0.5,,False,SWEEP_LOW,,6.180000000000007,,,BOS,False,,,410.28,2024-04-30 08:00:00,2.5,momentum,,NONE,False,momentum,11.0,BELOW,22.480000000000018,15m,2061372.7748350247,64809560.04081306,648095600.4081305,46339659.97829139,0.2,TAOUSDT,13,0.40702846975088836,0.6490213523131682,0.3487544483985751,0.6490213523131682,387.46,365.03,410.28,1,1000000.0,0.1890569395017792,True,True,1,True,378.84000000000003,1052,2181,2024-04-30 21:00:00,386.61,0.0,stop_loss,trailing_stop,651095600.4081305
SHORT,1.1177,3.0,0.013323,,0.993,2.699134199134196,TREND,32.6398,0.0178,3.0559,36.9924,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.013700000000000045,,,BOS,True,,,1.1639,2024-04-30 12:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.04620000000000002,,1739542633.2865632,80366869.65783925,648095600.4081305,80366869.65783925,0.2,ARBUSDT,8,2.9978354978354957,3.274891774891771,0.0,3.274891774891771,1.1177,0.9664,1.1639,0,0.0,2.699134199134196,True,True,0,False,1.0715,1053,9694,2024-04-30 20:00:00,0.993,1000000.0,take_profit,TP,649095600.4081305
SHORT,563.0,1.0,5.978571,,552.05,0.2648125755743661,TREND,30.854,7.9714,11.7384,32.0341,5.0,5_plus,1.25,BEARISH_BOS,True,,,10.199999999999932,,,BOS,True,,,604.35,2024-05-01 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,41.35000000000002,15m,3149192.746834971,130219120.08162612,651095600.4081305,130219120.08162612,0.2,BNBUSDT,5,0.3893591293833135,0.6553808948004839,0.0,0.6553808948004839,563.0,535.9,604.35,0,0.0,0.2648125755743661,True,True,0,False,521.65,1054,20431,2024-05-01 12:00:00,552.05,1000000.0,take_profit,TP,652095600.4081305
SHORT,5.517,1.0,0.067179,,5.628,-0.19473684210526296,TREND,36.7104,0.0896,9.7289,34.689,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.2519999999999998,,,BOS,True,,,6.087,2024-05-01 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.5699999999999994,15m,228454596.63443202,130219120.08162612,651095600.4081305,130219120.08162612,0.2,FILUSDT,11,0.3526315789473697,0.5526315789473697,0.45263157894736894,0.5526315789473697,5.775,5.202,6.087,0,0.0,-0.19473684210526296,True,True,0,False,4.947000000000001,1055,20431,2024-05-01 18:00:00,5.628,-1000000.0,stop_loss,trailing_stop,651095600.4081305
LONG,0.0069,,0.000192,,0.0067701,-0.4479310344827582,TREND,34.7171,0.0003,44.0077,5.157,3.0,3_to_4,0.5,,True,,,0.0001158000000000001,,,BOS,True,,0.0072,,2024-05-01 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,0.00028999999999999946,15m,224515724278.66614,65109560.04081306,651095600.4081305,65109560.04081306,0.2,1000PEPEUSDT,3,0.29482758620689886,0.591034482758623,0.8386206896551734,0.591034482758623,0.0070714,0.0066568,0.00661,0,0.0,-0.4479310344827582,True,True,0,False,0.007189999999999999,1056,8747,2024-05-02 01:00:00,0.0067701,-1000000.0,stop_loss,trailing_stop,650095600.4081305
LONG,2.7863,3.0,0.056695,,3.2837,4.696883852691212,TREND,38.3272,0.0756,29.4434,10.4318,4.0,4_to_5,1.0,,True,,,0.0394000000000001,,,BOS,True,,2.6922,,2024-05-03 12:15:00,2.5,momentum,full,NONE,False,momentum,9.0,ABOVE,0.1059000000000001,15m,699955784.0951768,74125317.5356793,650095600.4081305,74125317.5356793,0.2,WIFUSDT,37,6.407932011331437,6.592067988668546,0.0,6.592067988668546,3.4844,2.7863,2.6804,0,0.0,4.696883852691212,True,True,0,False,2.8922000000000003,1057,2712,2024-05-05 01:00:00,3.2837,1000000.0,take_profit,TP,652095600.4081305
LONG,2.9832,3.0,0.056695,,3.2837,1.1742868307932786,TREND,38.3272,0.0756,29.4434,10.4318,4.0,4_to_5,1.0,,True,,,0.0394000000000001,,,BOS,True,,2.6922,,2024-05-03 13:00:00,2.5,momentum,full,NONE,False,momentum,9.0,ABOVE,0.2559,15m,128284198.02291422,74125317.5356793,650095600.4081305,32827926.27406375,0.2,WIFUSDT,36,1.8823759280969128,1.9585775693630318,0.2610394685424001,1.9585775693630318,3.4844,2.9164,2.6804,1,0.0,1.1742868307932786,True,True,0,False,2.8922000000000003,1057,2712,2024-05-05 01:00:00,3.2837,1000000.0,take_profit,TP,653095600.4081305
LONG,0.008,2.0,0.000143,,0.0087566,0.5819999999999997,TREND,38.056,0.0002,24.5287,9.8197,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.00014579999999999975,,,BOS,False,,0.0067,,2024-05-04 02:00:00,2.5,momentum,full,NONE,False,momentum,13.0,BELOW,0.0013,15m,50007353877.54851,65009560.04081306,650095600.4081305,65009560.04081306,0.2,1000PEPEUSDT,20,0.7281538461538466,0.7683846153846158,0.0,0.7683846153846158,0.0089989,0.008,0.0067,0,0.0,0.5819999999999997,True,True,0,False,0.0093,1058,8799,2024-05-04 22:00:00,0.0087566,1000000.0,take_profit,TP,651095600.4081305
LONG,2.7258,,0.028254,,2.8879,1.9792429792429789,TREND,33.86,0.0377,30.0152,10.1251,4.0,4_to_5,1.0,,True,,,0.059399999999999675,,,BOS,True,,2.6439,,2024-05-05 20:00:00,2.5,momentum,,NONE,False,momentum,9.0,BELOW,0.08190000000000008,,718793308.8357148,58869171.9936451,653095600.4081305,58869171.9936451,0.2,OPUSDT,2,2.1758241758241725,2.4395604395604393,0.0,2.4395604395604393,2.9256,2.7258,2.6439,0,0.0,1.9792429792429789,True,True,0,False,2.8077,1059,16907,2024-05-05 22:00:00,2.8879,1000000.0,take_profit,TP,654095600.4081305
LONG,2.7381,,0.028634,,2.8957,3.177419354838689,TREND,35.1269,0.0382,28.8868,14.406,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0484,,,BOS,True,,2.6885,,2024-05-06 01:00:00,2.5,momentum,,NONE,False,momentum,14.0,BELOW,0.04960000000000031,,716660020.1688731,35546337.00037633,654095600.4081305,35546337.00037633,0.2,OPUSDT,3,3.7520161290322287,4.544354838709641,0.0,4.544354838709641,2.9635,2.7381,2.6885,0,0.0,3.177419354838689,True,True,0,False,2.7877000000000005,1060,16912,2024-05-06 04:00:00,2.8957,1000000.0,take_profit,TP,655095600.4081305
SHORT,1.0626,2.0,0.01252,,1.074,-0.1826347305389293,TREND,37.6474,0.0167,3.3376,40.9927,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.007200000000000095,,,BOS,True,,,1.0791,2024-05-06 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.016699999999999937,,924753811.9821153,30886777.320202533,655095600.4081305,30886777.320202533,0.2,ARBUSDT,9,0.742514970059881,1.3353293413173695,0.70658682634731,1.3353293413173695,1.0744,1.0403,1.0793,0,1000000.0,-0.1826347305389293,True,True,1,True,1.0459,1061,9849,2024-05-07 08:00:00,1.074,0.0,stop_loss,trailing_stop,655095600.4081305
SHORT,1.0502,2.0,0.01252,,1.074,-0.5,TREND,37.6474,0.0167,3.3376,40.9927,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.007200000000000095,,,BOS,True,,,1.0791,2024-05-07 03:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.023800000000000043,,854814448.0506854,30886777.320202533,655095600.4081305,20344583.86360635,0.2,ARBUSDT,5,0.0,0.12184873949580334,1.0168067226890738,0.12184873949580334,1.0744,1.0473,1.0793,1,1000000.0,-0.5,True,True,1,True,1.0459,1061,9849,2024-05-07 08:00:00,1.074,0.0,stop_loss,trailing_stop,655095600.4081305
SHORT,1.0941,1.0,0.012011,,1.0766,0.8054101221640506,TREND,33.4234,0.016,6.1998,37.3773,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.05479999999999996,,,BOS,False,,,1.1514,2024-05-08 08:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.05729999999999991,,571636649.5707955,65509560.04081306,655095600.4081305,65509560.04081306,0.2,SUIUSDT,6,0.8481675392670167,1.0349040139616095,0.0,1.0349040139616095,1.0941,1.0348,1.1514,0,1000000.0,0.8054101221640506,True,True,1,True,1.0368000000000002,1062,8899,2024-05-08 14:00:00,1.0766,1000000.0,take_profit,TP,657095600.4081305
SHORT,1.0455,1.0,0.012011,,1.0766,-0.5,TREND,33.4234,0.016,6.1998,37.3773,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.05479999999999996,,,BOS,False,,,1.1514,2024-05-08 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.031099999999999905,,571636649.5707955,65509560.04081306,655095600.4081305,17777899.801651686,0.2,SUIUSDT,5,0.0,0.19935691318328694,1.1350482315112538,0.19935691318328694,1.0808,1.0393,1.1514,1,1000000.0,-0.5,True,True,1,True,1.0368000000000002,1062,8899,2024-05-08 14:00:00,1.0766,0.0,stop_loss,trailing_stop,657095600.4081305
SHORT,2.7434,1.0,0.023068,,2.5167,3.50928792569659,TREND,39.1153,0.0308,10.7524,41.268,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.12250000000000005,,,BOS,False,,,2.808,2024-05-10 16:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.06459999999999999,,718556098.7185214,46418723.977216475,657095600.4081305,46418723.977216475,0.2,OPUSDT,6,3.859133126934983,4.167182662538695,0.0,4.167182662538695,2.7434,2.4742,2.808,0,0.0,3.50928792569659,True,True,0,False,2.6788,1063,17023,2024-05-10 22:00:00,2.5167,1000000.0,take_profit,TP,658095600.4081305
SHORT,1.0043,,0.018916,,1.0011,0.041830065359475414,TREND,34.8404,0.0252,13.7638,26.678,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.007800000000000029,,,BOS,False,,,1.0808,2024-05-10 22:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.07650000000000001,,860255686.8080137,65809560.04081306,658095600.4081305,65809560.04081306,0.2,SUIUSDT,14,0.13202614379084962,0.21307189542483632,0.3647058823529416,0.21307189542483632,1.0322,0.988,1.0808,0,0.0,0.041830065359475414,True,True,0,False,0.9278,1064,8961,2024-05-11 12:00:00,1.0011,1000000.0,take_profit,TP,658095600.4081305
SHORT,378.54,,5.503393,,379.24,-0.03336510962821687,TREND,38.9317,7.3379,14.5527,27.7524,3.5,3_to_4,0.5,BEARISH_BOS,False,,,7.720000000000027,,,BOS,False,,,399.52,2024-05-11 03:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,20.97999999999996,15m,3136775.979066405,65809560.04081306,658095600.4081305,65809560.04081306,0.2,TAOUSDT,2,0.1367969494756916,0.2421353670162083,0.03813155386081773,0.2421353670162083,379.34,373.46,399.52,0,0.0,-0.03336510962821687,True,True,0,False,357.56000000000006,1065,2441,2024-05-11 05:00:00,379.24,-1000000.0,stop_loss,trailing_stop,657095600.4081305
SHORT,1.0852,,0.009863,,1.0329,1.4111498257839705,TREND,32.0008,0.0132,7.7675,36.1217,4.0,4_to_5,1.0,,True,,,0.012399999999999967,,,BOS,True,,,1.1426,2024-05-11 14:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.05740000000000012,,909641909.8896017,104426891.2553265,658095600.4081305,104426891.2553265,0.2,AXLUSDT,10,1.0418118466898907,1.1236933797909385,0.0,1.1236933797909385,1.0852,1.0207,1.1426,0,1000000.0,1.4111498257839705,True,True,1,True,1.0277999999999998,1066,3746,2024-05-12 00:00:00,1.0329,1000000.0,take_profit,TP,660095600.4081305
SHORT,1.0308,,0.009863,,1.0416,0.09550561797752527,TREND,32.0008,0.0132,7.7675,36.1217,4.0,4_to_5,1.0,,True,,,0.012399999999999967,,,BOS,True,,,1.1426,2024-05-11 17:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.026700000000000168,,909641909.8896017,104426891.2553265,658095600.4081305,24287438.99405252,0.2,AXLUSDT,11,0.20224719101122904,0.3295880149812683,0.43071161048689116,0.3295880149812683,1.0423,1.022,1.1426,1,1000000.0,0.09550561797752527,True,True,1,True,1.0277999999999998,1066,3746,2024-05-12 04:00:00,1.0416,0.0,stop_loss,trailing_stop,660095600.4081305
SHORT,0.503,,0.001661,,0.5004,0.12621359223301226,TREND,32.5211,0.0022,9.3548,24.8387,4.0,4_to_5,1.0,,True,,,0.0033999999999999586,,,BOS,True,,,0.5236,2024-05-12 18:00:00,2.5,momentum,,NONE,False,momentum,11.0,ABOVE,0.02059999999999995,15m,3936951891.10217,81101208.95670451,660095600.4081305,81101208.95670451,0.2,XRPUSDT,6,0.19417475728155403,0.3737864077669904,0.0,0.3737864077669904,0.503,0.4953,0.5236,0,0.0,0.12621359223301226,True,True,0,False,0.48240000000000005,1067,20706,2024-05-13 00:00:00,0.5004,1000000.0,take_profit,TP,661095600.4081305
SHORT,32.33,1.0,0.279643,,33.25,-0.34521575984990693,TREND,30.7439,0.3729,5.364,47.318,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.9050000000000011,,,BOS,True,,,34.995,2024-05-13 03:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,2.664999999999999,15m,49613178.2670267,132219120.08162612,661095600.4081305,132219120.08162612,0.2,AVAXUSDT,4,0.09380863039399628,0.11257035647279447,0.43151969981238236,0.11257035647279447,33.48,32.03,34.995,0,0.0,-0.34521575984990693,True,True,0,False,29.665,1068,20715,2024-05-13 07:00:00,33.25,-1000000.0,stop_loss,trailing_stop,660095600.4081305
SHORT,2889.78,1.0,14.625,,2941.99,-0.39096899805301477,TREND,32.0739,19.5,9.978,32.7766,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,68.2199999999998,,,BOS,True,,,3023.32,2024-05-13 03:45:00,2.5,zone,full,NONE,False,zone,,ABOVE,133.53999999999996,15m,686310.6538298387,91649924.71243665,661095600.4081305,91649924.71243665,0.2,ETHUSDT,4,0.1172682342369351,0.15748090459787484,0.5018720982477161,0.15748090459787484,2956.8,2868.75,3023.32,0,0.0,-0.39096899805301477,True,True,0,False,2756.2400000000002,1069,20715,2024-05-13 07:00:00,2941.99,-1000000.0,stop_loss,trailing_stop,659095600.4081305
