direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position,mtf_tf
LONG,0.1692,,0.16416,-0.8400000000000013,TREND,31.2144,0.0013,39.5756,10.8223,4,BULLISH_BOS,True,,,0.005530000000000007,,,BOS,True,,0.1632,,2025-06-29 22:00:00,1,15.084303483857145,5.430349254188573,DOGEUSDT,14,0.07666666666666962,0.005999999999999978,2025-06-30 12:00:00,0.16416,-0.07602488955863984,stop_loss,ABOVE,
LONG,0.153,,0.14814,-0.8836363636363634,TREND,33.8527,0.0013,39.4061,8.3952,4,BULLISH_BOS,True,,,0.0046599999999999975,,,BOS,True,,0.1475,,2025-06-29 22:00:00,1,15.084303483857145,5.430349254188573,HBARUSDT,16,0.0,0.005500000000000005,2025-06-30 14:00:00,0.14814,-0.07330971493154577,stop_loss,ABOVE,
LONG,658.2,,656.3,-0.26388888888889983,TREND,31.6405,2.6429,22.4324,13.5135,4,BULLISH_BOS,True,,,3.7000000000000455,,,BOS,True,,651.0,,2025-06-30 16:00:00,1,0.7452260011476362,5.365627208263014,BNBUSDT,7,0.12499999999999606,7.2000000000000455,2025-06-30 23:00:00,656.3,-1.4159294021805764,stop_loss,ABOVE,
LONG,503.6,,519.8,1.0188679245282954,TREND,37.1662,4.2143,31.0169,22.2034,4,BULLISH_BOS,True,,,3.8000000000000114,,,BOS,True,,487.7,,2025-06-30 14:00:00,1,0.3374608307083649,5.365627208263014,BCHUSDT,20,1.4591194968553385,15.900000000000034,2025-07-01 10:00:00,519.8,5.466865457475489,stop_loss,ABOVE,
LONG,2.2953,,2.1743,-0.8976261127596422,TREND,31.2764,0.0232,46.5927,8.6648,4,BULLISH_BOS,True,,,0.09149999999999991,,,BOS,True,,2.1605,,2025-06-30 19:30:00,1,14.904520022952816,5.365627208263014,XRPUSDT,23,0.0,0.13480000000000025,2025-07-01 18:00:00,2.1743,-1.8034469227772907,stop_loss,ABOVE,15m
SHORT,0.5525,,0.5447,0.5165562913907303,TREND,33.6026,0.0055,6.25,34.6354,4,BEARISH_BOS,True,,,0.009800000000000031,,,BOS,True,,,0.5676,2025-07-01 12:00:00,1,15.107066825717562,5.438544057258323,ADAUSDT,12,0.9006622516556254,0.015100000000000002,2025-07-02 00:00:00,0.5447,0.11783512124059742,stop_loss,BELOW,
SHORT,0.1465,,0.14498,0.298039215686272,TREND,30.5879,0.0015,5.4094,26.5595,4,BEARISH_BOS,True,,,0.0019599999999999895,,,BOS,True,,,0.1516,2025-07-01 12:00:00,1,15.107066825717562,5.438544057258323,HBARUSDT,15,0.6078431372548978,0.005100000000000021,2025-07-02 03:00:00,0.14498,0.022962741575090595,stop_loss,BELOW,
SHORT,0.5513,,0.548,0.16582914572864144,TREND,31.3449,0.0072,13.0564,25.2226,4,BEARISH_BOS,True,,,0.006699999999999928,,,BOS,True,,,0.5712,2025-07-01 04:00:00,1,14.833723552843788,5.340140479023764,OPUSDT,26,1.231155778894469,0.01990000000000003,2025-07-02 06:00:00,0.548,0.04895128772438405,stop_loss,BELOW,
LONG,2.8147,,2.8783,0.6824034334763883,TREND,36.2445,0.03,37.8249,10.8514,4,BULLISH_BOS,True,,,0.03739999999999988,,,BOS,True,,2.7215,,2025-07-02 14:00:00,1,15.0263819371057,5.4094974973580525,SUIUSDT,13,1.432403433476386,0.0932000000000004,2025-07-03 03:00:00,2.8783,0.9556778911999174,stop_loss,ABOVE,
LONG,0.0096,,0.010238,3.190000000000026,TREND,35.8526,0.0001,31.2052,8.2496,5,BULLISH_BOS,True,SWEEP_HIGH,,8.400000000000074e-05,,,BOS,True,,0.0094,,2025-07-02 14:00:00,1,15.0263819371057,6.01055277484228,1000PEPEUSDT,25,5.440000000000035,0.0001999999999999988,2025-07-03 15:00:00,0.010238,0.009586831675873458,stop_loss,ABOVE,
LONG,269.32,,275.56,0.8571428571428616,TREND,36.7925,2.5371,30.0957,10.2759,4,BULLISH_BOS,True,,,4.730000000000018,,,BOS,True,,262.04,,2025-07-02 14:00:00,1,0.7430628430436913,5.4094974973580525,AAVEUSDT,25,1.9368131868131973,7.279999999999973,2025-07-03 15:00:00,275.56,4.636712140592641,stop_loss,ABOVE,
LONG,0.1634,,0.17062,2.0628571428571423,TREND,31.3948,0.0013,35.1381,11.547,4,BULLISH_BOS,True,,,0.002019999999999994,,,BOS,True,,0.1599,,2025-07-02 14:00:00,1,15.0263819371057,5.4094974973580525,DOGEUSDT,25,3.237142857142856,0.003500000000000003,2025-07-03 15:00:00,0.17062,0.10849047758590322,stop_loss,ABOVE,
LONG,3.3661,,3.5394,2.332436069986543,TREND,37.2038,0.0268,36.0,11.8133,4,BULLISH_BOS,True,,,0.042700000000000404,,,BOS,True,,3.2918,,2025-07-02 14:30:00,1,15.0263819371057,5.4094974973580525,DOTUSDT,25,3.8573351278600247,0.07430000000000003,2025-07-03 15:00:00,3.5394,2.6040719897004214,stop_loss,ABOVE,15m
LONG,0.1492,,0.15859,2.7617647058823667,TREND,34.5802,0.0012,37.3117,15.2955,4,BULLISH_BOS,True,,,0.0013799999999999923,,,BOS,True,,0.1458,,2025-07-02 14:00:00,1,15.0263819371057,5.4094974973580525,HBARUSDT,25,3.7176470588235477,0.0033999999999999864,2025-07-03 15:00:00,0.15859,0.14109772638942267,stop_loss,ABOVE,
LONG,85.54,,90.08,2.6705882352941086,TREND,33.9564,0.5193,36.5887,5.9147,3,BULLISH_BOS,True,,,0.9200000000000017,,,BOS,True,,83.84,,2025-07-02 14:00:00,1,2.8284954234551862,4.808442219873824,LTCUSDT,25,3.78235294117646,1.7000000000000028,2025-07-03 15:00:00,90.08,12.841369222486524,stop_loss,ABOVE,
LONG,106872.0,,108955.0,1.1486710047424764,TREND,33.0892,436.1429,26.5837,18.7635,4,BULLISH_BOS,True,,,382.8000000000029,,,BOS,True,,105058.6,,2025-07-02 06:30:00,1,0.002983069095267492,5.4094974973580525,BTCUSDT,46,1.8480202933715715,1813.3999999999942,2025-07-04 04:00:00,108955.0,6.213732925442185,stop_loss,ABOVE,15m
LONG,274.64,280.3143,271.8029,-1.0,RANGE,20.6947,2.8371,13.7462,32.0997,4,BEARISH_BOS,False,SWEEP_LOW,,3.1200000000000045,,,SWEEP,False,271.8029,,,2025-07-04 04:00:00,1,2.0812416915334104,5.904690803049364,AAVEUSDT,3,0.11984068238695715,2.837099999999964,2025-07-04 07:00:00,271.8029,-5.9046908030493634,stop_loss,,
LONG,2.9668,3.0286,2.9359,-1.0,RANGE,19.5425,0.0309,23.3295,25.8728,3,BEARISH_BOS,False,SWEEP_LOW,,0.030600000000000183,,,SWEEP,False,2.9359,,,2025-07-04 06:00:00,1,16.401918897359344,5.24861404715499,SUIUSDT,1,0.0,0.030899999999999928,2025-07-04 07:00:00,2.9359,-0.5068192939284025,stop_loss,,
LONG,657.5,662.0857,655.2071,-1.0,RANGE,12.215,2.2929,14.3302,27.4143,4,,False,SWEEP_LOW,,3.300000000000068,,,SWEEP,False,655.2071,,,2025-07-04 08:00:00,1,2.5248740116462494,5.789283621303764,BNBUSDT,5,0.785032055475568,2.2929000000000315,2025-07-04 13:00:00,655.2071,-5.789283621303764,stop_loss,,
SHORT,2.137,,2.153,-0.5925925925925901,TREND,34.3953,0.0168,12.3404,23.4043,3,BEARISH_BOS,True,,,0.015000000000000124,,,BOS,True,,,2.164,2025-07-05 13:00:00,1,15.791879211445266,5.0534013476624855,AXSUSDT,10,0.9629629629629508,0.027000000000000135,2025-07-05 23:00:00,2.153,-0.2526700673831245,stop_loss,BELOW,
LONG,0.1531,0.1554,0.152,2.0909090909090544,RANGE,19.349,0.0011,7.6094,21.6233,4,,False,SWEEP_LOW,,0.0010800000000000254,,,SWEEP,False,0.152,,,2025-07-06 06:00:00,1,15.779245708076111,5.6805284549074,HBARUSDT,6,2.2545454545454024,0.0011000000000000176,2025-07-06 12:00:00,0.1554,0.036292265128575,take_profit,,
SHORT,0.3183,0.3144,0.3203,-1.0,RANGE,15.2023,0.002,27.0073,21.5328,4,BULLISH_BOS,False,SWEEP_HIGH,,0.0039000000000000146,,,SWEEP,False,0.3203,,,2025-07-06 13:00:00,1,15.78106032133254,5.681181715679714,AXLUSDT,3,0.5000000000000139,0.0019999999999999463,2025-07-06 16:00:00,0.3203,-0.03156212064266423,stop_loss,,
LONG,108880.1,,108612.0,-0.40968826405868314,TREND,34.8118,403.3357,38.6155,12.0867,4,BULLISH_BOS,True,,,1067.300000000003,,,BOS,True,,108225.7,,2025-07-06 21:00:00,1,0.008680644250470767,5.680613597508146,BTCUSDT,10,0.7258557457212617,654.4000000000087,2025-07-07 07:00:00,108612.0,-2.327280723551263,stop_loss,ABOVE,15m
LONG,2564.1,,2558.32,-0.13894230769230187,TREND,31.3824,19.4814,43.0483,14.71,4,BULLISH_BOS,True,,,57.86000000000013,,,BOS,True,,2522.5,,2025-07-06 21:15:00,1,0.1365532114785615,5.680613597508146,ETHUSDT,13,0.482692307692307,41.59999999999991,2025-07-07 10:00:00,2558.32,-0.7892775623460507,stop_loss,ABOVE,15m
LONG,276.82,,285.2,1.159059474412168,TREND,30.4944,2.17,34.0685,14.2199,4,BULLISH_BOS,True,,,6.670000000000016,,,BOS,True,,269.59,,2025-07-06 13:00:00,1,0.7857789371617843,5.681181715679714,AAVEUSDT,23,1.557399723374822,7.230000000000018,2025-07-07 12:00:00,285.2,6.584827493415749,stop_loss,ABOVE,
LONG,13.535,,13.483,-0.20392156862744878,TREND,39.5435,0.1062,43.5777,12.3739,4,BULLISH_BOS,True,,,0.23399999999999999,,,BOS,True,,13.28,,2025-07-06 21:15:00,1,15.779482215300405,5.680613597508146,LINKUSDT,15,0.545098039215682,0.2550000000000008,2025-07-07 12:00:00,13.483,-0.8205330751956148,stop_loss,ABOVE,15m
LONG,2.8744,2.9325,2.8453,-1.0,RANGE,16.4028,0.0291,16.8796,16.8305,4,BEARISH_BOS,False,SWEEP_LOW,,0.05810000000000004,,,SWEEP,False,2.8453,,,2025-07-07 14:00:00,1,15.911869021916544,5.728272847889957,SUIUSDT,4,0.8797250859106438,0.029100000000000126,2025-07-07 18:00:00,2.8453,-0.46303538853777343,stop_loss,,
LONG,0.0099,0.0101,0.0097,0.9999999999999913,RANGE,21.8639,0.0001,14.2697,27.5281,4,BEARISH_BOS,False,SWEEP_LOW,,0.00023900000000000136,,,SWEEP,False,0.0097,,,2025-07-07 14:00:00,1,15.911869021916544,5.728272847889957,1000PEPEUSDT,5,0.45499999999999413,0.00020000000000000052,2025-07-07 19:00:00,0.0101,0.0031823738043832896,take_profit,,
SHORT,489.4,,498.6,-1.0,TREND,30.4948,2.6429,6.7568,27.2973,4,BEARISH_BOS,True,,,3.1999999999999886,,,BOS,True,,,498.6,2025-07-07 17:00:00,1,0.6226383530315139,5.728272847889957,BCHUSDT,7,0.0,9.200000000000045,2025-07-08 00:00:00,498.6,-5.728272847889957,stop_loss,BELOW,
LONG,0.3352,,0.3356,0.03125000000000095,TREND,32.9905,0.0031,31.1475,17.3302,4,BULLISH_BOS,True,,,0.00489999999999996,,,BOS,True,,0.3224,,2025-07-08 11:00:00,1,15.602462728785378,5.616886582362737,ARBUSDT,12,0.40624999999999933,0.012799999999999978,2025-07-08 23:00:00,0.3356,0.00624098509151433,stop_loss,ABOVE,
LONG,13.491,,13.969,1.911999999999999,TREND,30.6972,0.0933,29.5559,15.5436,4,BULLISH_BOS,True,,,0.11299999999999955,,,BOS,True,,13.241,,2025-07-08 11:00:00,1,15.602462728785378,5.616886582362737,LINKUSDT,27,2.5919999999999987,0.25,2025-07-09 14:00:00,13.969,7.4579771843594065,stop_loss,ABOVE,15m
LONG,0.1709,,0.17933,2.278378378378371,TREND,35.3668,0.0014,36.2148,8.798,3,BULLISH_BOS,True,,,0.0024500000000000077,,,BOS,True,,0.1672,,2025-07-08 11:00:00,1,15.602462728785378,4.992788073211321,DOGEUSDT,51,3.15405405405405,0.003700000000000009,2025-07-10 14:00:00,0.17933,0.13152876080366063,stop_loss,ABOVE,
LONG,2.318,,2.601,8.08571428571425,TREND,34.9283,0.0194,16.9118,11.7647,4,BULLISH_BOS,True,,,0.018000000000000238,,,BOS,True,,2.283,,2025-07-09 06:30:00,1,15.602774778039953,5.6169989200943835,FILUSDT,57,9.457142857142818,0.03500000000000014,2025-07-11 15:00:00,2.601,4.415585262185306,stop_loss,ABOVE,15m
LONG,0.3221,,0.3676,10.581395348837278,TREND,32.5013,0.0023,32.2785,9.8101,4,BULLISH_BOS,True,,,0.0015000000000000013,,,BOS,True,,0.3178,,2025-07-09 06:00:00,1,15.602774778039953,5.6169989200943835,AXLUSDT,63,14.651162790697775,0.0042999999999999705,2025-07-11 21:00:00,0.3676,0.7099262524008176,stop_loss,ABOVE,
LONG,91.77,,95.72,2.56493506493508,TREND,33.1555,0.5557,27.5064,14.5244,4,BULLISH_BOS,True,,,1.039999999999992,,,BOS,True,,90.23,,2025-07-10 16:00:00,1,3.7361104072125633,5.753610027107317,LTCUSDT,29,3.8376623376623646,1.539999999999992,2025-07-11 21:00:00,95.72,14.757636108489635,stop_loss,ABOVE,
LONG,112600.0,,117456.2,2.2596435717276924,TREND,37.4844,407.05,35.8047,16.9179,4,BULLISH_BOS,True,,,1402.5999999999913,,,BOS,True,,110450.9,,2025-07-10 16:30:00,1,0.0026772183830939935,5.753610027107317,BTCUSDT,44,2.7214647992182686,2149.100000000006,2025-07-12 12:00:00,117456.2,13.001107911981043,stop_loss,ABOVE,15m
LONG,0.6932,0.718,0.6808,1.999999999999982,RANGE,18.9876,0.0124,16.7434,31.0127,4,BEARISH_BOS,False,SWEEP_LOW,,0.01990000000000003,,,SWEEP,False,0.6808,,,2025-07-12 15:00:00,1,17.626462852050942,6.345526626738339,ADAUSDT,10,1.8870967741935347,0.012400000000000078,2025-07-13 01:00:00,0.718,0.4371362787308622,take_profit,,
LONG,0.2248,,0.238,0.4061538461538458,TREND,30.7121,0.0048,46.8769,3.7004,4,BULLISH_BOS,True,,,0.012660000000000005,,,BOS,True,,0.1923,,2025-07-13 06:00:00,1,17.648319665987483,6.353395079755495,HBARUSDT,14,0.6683076923076919,0.0325,2025-07-13 20:00:00,0.238,0.2329578195910346,stop_loss,ABOVE,
LONG,308.92,,307.72,-0.1492537313432818,TREND,30.8643,2.9714,24.6154,10.7452,3,BULLISH_BOS,True,,,4.759999999999991,,,BOS,True,,300.88,,2025-07-13 13:00:00,1,0.7024206832233806,5.647462293115995,AAVEUSDT,8,0.46517412935323377,8.04000000000002,2025-07-13 21:00:00,307.72,-0.8429048198680487,stop_loss,ABOVE,
LONG,0.6855,,0.6714,-0.37203166226912887,TREND,35.4695,0.0119,27.3767,12.8159,4,BULLISH_BOS,True,,,0.02100000000000002,,,BOS,True,,0.6476,,2025-07-14 03:00:00,1,17.617822315973633,6.342416033750508,OPUSDT,11,0.3245382585751969,0.037900000000000045,2025-07-14 14:00:00,0.6714,-0.24841129465522827,stop_loss,ABOVE,
LONG,315.13,,318.44,0.2931798051372893,TREND,39.7661,4.8714,34.1789,15.4545,4,BULLISH_BOS,True,,,4.930000000000007,,,BOS,True,,303.84,,2025-07-14 02:00:00,1,0.5617728993578828,6.342416033750508,AAVEUSDT,13,1.0903454384410964,11.29000000000002,2025-07-14 15:00:00,318.44,1.8594682968745933,stop_loss,ABOVE,
LONG,164.87,,165.28,0.0760667903525038,TREND,34.8055,1.6436,29.9435,19.3394,4,BULLISH_BOS,True,,,2.9199999999999875,,,BOS,True,,159.48,,2025-07-14 02:00:00,1,1.1767005628479574,6.342416033750508,SOLUSDT,13,0.5602968460111268,5.390000000000015,2025-07-14 15:00:00,165.28,0.48244723076765855,stop_loss,ABOVE,
LONG,3015.82,,2992.03,-0.30828041985227345,TREND,30.3512,31.1221,30.4905,17.2615,4,BULLISH_BOS,True,,,58.70999999999958,,,BOS,True,,2938.65,,2025-07-14 03:15:00,1,0.08218758628677598,6.342416033750508,ETHUSDT,15,0.6632110923934144,77.17000000000007,2025-07-14 18:00:00,2992.03,-1.9552426777623977,stop_loss,ABOVE,15m
LONG,0.0129,,0.012108,-0.9899999999999987,TREND,36.2785,0.0003,35.4427,14.0342,4,BULLISH_BOS,True,,,0.00042000000000000023,,,BOS,True,,0.0121,,2025-07-14 03:00:00,1,17.617822315973633,6.342416033750508,1000PEPEUSDT,17,0.3037500000000001,0.0008000000000000004,2025-07-14 20:00:00,0.012108,-0.013953315274251105,stop_loss,ABOVE,
LONG,8.829,,8.991,0.3811764705882324,TREND,30.1382,0.1501,28.5918,12.8449,4,BULLISH_BOS,True,,,0.2699999999999996,,,BOS,True,,8.404,,2025-07-14 03:00:00,1,14.923331844118819,6.342416033750508,UNIUSDT,21,1.5294117647058765,0.4250000000000007,2025-07-15 00:00:00,8.991,2.4175797587472343,stop_loss,ABOVE,
LONG,4.064,,4.0924,0.1247803163444618,TREND,39.5614,0.0666,26.5416,10.1555,4,BULLISH_BOS,True,,,0.12340000000000018,,,BOS,True,,3.8364,,2025-07-15 17:30:00,1,17.744916715908513,6.388170017727066,DOTUSDT,21,0.4674868189806666,0.22760000000000025,2025-07-16 14:00:00,4.0924,0.5039556347317935,stop_loss,ABOVE,15m
LONG,0.3597,,0.3625,0.15300546448087232,TREND,37.7162,0.0056,22.2363,13.2147,4,BULLISH_BOS,True,,,0.006400000000000017,,,BOS,True,,0.3414,,2025-07-15 17:00:00,1,17.744916715908513,6.388170017727066,AXLUSDT,32,0.9289617486338756,0.01830000000000004,2025-07-17 01:00:00,0.3625,0.04968576680454329,stop_loss,ABOVE,
LONG,0.4292,,0.4296,0.01230769230769094,TREND,32.4728,0.0087,31.0288,11.5226,4,BULLISH_BOS,True,,,0.01150000000000001,,,BOS,True,,0.3967,,2025-07-15 17:00:00,1,17.744916715908513,6.388170017727066,ARBUSDT,34,0.7230769230769214,0.03250000000000003,2025-07-17 03:00:00,0.4296,0.007097966686362624,stop_loss,ABOVE,
LONG,172.56,,172.71,0.020746887966805794,TREND,39.6158,1.7343,42.9984,7.3311,4,BULLISH_BOS,True,,,4.949999999999989,,,BOS,True,,165.33,,2025-07-16 16:00:00,1,0.8848189791358572,6.397241219152238,SOLUSDT,24,0.6417704011064997,7.22999999999999,2025-07-17 16:00:00,172.71,0.1327228468703836,stop_loss,ABOVE,
LONG,23.189,,22.425,-0.6458157227387992,TREND,31.0676,0.3475,31.7163,19.8972,4,BULLISH_BOS,True,,,0.47300000000000253,,,BOS,True,,22.006,,2025-07-17 09:30:00,1,5.408506615684764,6.3982633263550746,AVAXUSDT,7,0.0,1.1829999999999998,2025-07-17 16:00:00,22.425,-4.132099054383156,stop_loss,ABOVE,15m
LONG,0.3606,0.3714,0.3552,-1.0,RANGE,21.6342,0.0054,13.2275,26.5873,4,BEARISH_BOS,False,SWEEP_LOW,,0.010300000000000031,,,SWEEP,False,0.3552,,,2025-07-17 16:00:00,1,17.57298487394401,6.326274554619844,AXLUSDT,4,1.0370370370370539,0.00539999999999996,2025-07-17 20:00:00,0.3552,-0.09489411831929695,stop_loss,,
LONG,2.573,2.6619,2.5286,2.0022522522522572,RANGE,15.0215,0.0444,13.0225,17.6849,4,BEARISH_BOS,False,SWEEP_LOW,,0.07800000000000029,,,SWEEP,False,2.5286,,,2025-07-17 16:00:00,1,17.57298487394401,6.326274554619844,AXSUSDT,6,1.8918918918918939,0.044399999999999995,2025-07-17 22:00:00,2.6619,1.5622383552936259,take_profit,,
LONG,317.25,329.1971,311.2764,1.9999832596759115,RANGE,11.6594,5.9736,16.6926,15.4131,4,BEARISH_BOS,False,SWEEP_LOW,,10.529999999999973,,,SWEEP,False,311.2764,,,2025-07-17 16:00:00,1,1.0590388634357621,6.326274554619844,AAVEUSDT,9,2.033949377259948,5.973599999999976,2025-07-18 01:00:00,329.1971,12.65244320535337,take_profit,,
SHORT,501.0,489.3857,509.4,-1.0,RANGE,12.9303,5.8071,18.9422,21.5252,4,BULLISH_BOS,False,SWEEP_HIGH,,8.699999999999989,,,SWEEP,False,509.4,,,2025-07-17 22:00:00,1,0.7562722322482618,6.352686750885382,BCHUSDT,3,0.19047619047619369,8.399999999999977,2025-07-18 01:00:00,509.4,-6.352686750885382,stop_loss,,
LONG,0.2816,,0.26663,-0.4252840909090919,TREND,39.8041,0.0081,39.4377,8.478,4,BULLISH_BOS,True,,,0.016670000000000018,,,BOS,True,,0.2464,,2025-07-17 22:00:00,1,17.646352085792724,6.352686750885382,HBARUSDT,17,0.4909090909090897,0.03520000000000001,2025-07-18 15:00:00,0.26663,-0.2641658907243178,stop_loss,ABOVE,
LONG,10.555,,10.101,-0.23645833333333274,TREND,32.9246,0.2951,47.6398,7.5042,4,BULLISH_BOS,True,,,0.43700000000000117,,,BOS,True,,8.635,,2025-07-18 05:00:00,1,3.367751232846774,6.466082367065806,UNIUSDT,14,0.1375000000000006,1.92,2025-07-18 19:00:00,10.101,-1.5289590597124316,stop_loss,ABOVE,
LONG,3704.79,,3730.51,0.15359808898178728,TREND,39.3103,36.125,42.5685,5.2991,4,BULLISH_BOS,True,,,49.899999999999636,,,BOS,True,,3537.34,,2025-07-20 08:30:00,1,0.03842225212277069,6.433806117957945,ETHUSDT,12,0.6273514481934923,167.44999999999982,2025-07-20 20:00:00,3730.51,0.9882203245976721,stop_loss,ABOVE,15m
LONG,522.4,,545.8,1.7999999999999983,TREND,34.9153,5.3857,35.9416,14.3236,5,BULLISH_BOS,True,SWEEP_HIGH,,4.0,,,BOS,True,,509.4,,2025-07-20 01:00:00,1,0.5498979587998243,7.148673464397716,BCHUSDT,20,2.2076923076923114,13.0,2025-07-20 21:00:00,545.8,12.867612235915876,stop_loss,ABOVE,
LONG,183.02,,180.11,-0.7801608579088425,TREND,35.4952,1.5914,45.0628,6.1939,4,BULLISH_BOS,True,,,1.6200000000000045,,,BOS,True,,179.29,,2025-07-20 13:00:00,1,1.7248809967715586,6.433806117957945,SOLUSDT,9,0.0,3.730000000000018,2025-07-20 22:00:00,180.11,-5.0194037006052294,stop_loss,ABOVE,
LONG,322.43,331.6086,317.8407,-1.0,RANGE,19.0372,4.5893,17.1051,27.7665,4,BEARISH_BOS,False,SWEEP_LOW,,9.29000000000002,,,SWEEP,False,317.8407,,,2025-07-21 16:00:00,1,1.4365724266089217,6.5928618374362955,AAVEUSDT,9,0.3246682500599254,4.58929999999998,2025-07-22 01:00:00,317.8407,-6.5928618374362955,stop_loss,,
LONG,0.2663,0.2783,0.2603,-1.0,RANGE,20.6824,0.006,17.2574,30.66,4,BEARISH_BOS,False,SWEEP_LOW,,0.014160000000000006,,,SWEEP,False,0.2603,,,2025-07-21 19:00:00,1,18.31350510398971,6.5928618374362955,HBARUSDT,13,1.0300000000000022,0.006000000000000005,2025-07-22 08:00:00,0.2603,-0.10988103062393835,stop_loss,,
LONG,2.797,2.918,2.7365000000000004,2.0000000000000075,RANGE,20.971,0.0605,8.5006,32.5856,4,,False,SWEEP_LOW,,0.05899999999999972,,,SWEEP,False,2.7495,,,2025-07-22 05:30:00,1,17.983862012117893,6.474190324362441,FILUSDT,18,2.264462809917364,0.060499999999999776,2025-07-22 23:00:00,2.918,2.176047303466265,take_profit,,15m
LONG,1.1743,1.2521,1.1354,2.0000000000000058,RANGE,15.7963,0.0389,13.0994,22.8183,3,,False,SWEEP_LOW,,0.03930000000000011,,,SWEEP,False,1.1354,,,2025-07-22 13:45:00,1,17.978367960586695,5.753077747387742,WIFUSDT,10,2.542416452442169,0.038899999999999935,2025-07-22 23:00:00,1.2521,1.3987170273336464,take_profit,,15m
LONG,4.0128,,3.9357,-0.4438687392055273,TREND,32.2321,0.0536,35.7571,9.8548,4,BULLISH_BOS,True,,,0.03829999999999956,,,BOS,True,,3.8391,,2025-07-22 23:00:00,1,18.15710617712669,6.536558223765609,SUIUSDT,8,0.0,0.1737000000000002,2025-07-23 07:00:00,3.9357,-1.3999128862564707,stop_loss,ABOVE,
LONG,5.629,,5.373,-1.0,TREND,35.4091,0.0788,25.6573,5.9837,4,BULLISH_BOS,True,,,0.15299999999999958,,,BOS,True,,5.373,,2025-07-23 08:00:00,1,18.087110532813867,6.511359791812993,APTUSDT,1,0.0,0.25599999999999934,2025-07-23 09:00:00,5.373,-4.630300296400338,stop_loss,ABOVE,
LONG,1.267,,1.2407,-0.26673427991886456,TREND,32.2039,0.0317,24.8425,15.3465,4,BULLISH_BOS,True,,,0.0464,,,BOS,True,,1.1684,,2025-07-22 23:15:00,1,18.15710617712669,6.536558223765609,WIFUSDT,12,0.2961460446247482,0.0985999999999998,2025-07-23 11:00:00,1.2407,-0.47753189245843175,stop_loss,ABOVE,15m
LONG,25.784,,24.703,-1.0,TREND,36.7352,0.4266,20.9143,14.1996,4,BULLISH_BOS,True,,,0.47300000000000253,,,BOS,True,,24.703,,2025-07-22 23:30:00,1,6.0467698647230455,6.536558223765609,AVAXUSDT,13,0.04625346901017644,1.0809999999999995,2025-07-23 12:00:00,24.703,-6.536558223765609,stop_loss,ABOVE,15m
SHORT,0.8181,,0.8214,-0.04628330995792389,TREND,34.1446,0.0135,1.3749,47.9112,4,BEARISH_BOS,True,,,0.03169999999999995,,,BOS,True,,,0.8894,2025-07-23 13:00:00,1,17.50489101218265,6.301760764385754,ADAUSDT,11,0.16129032258064627,0.07129999999999992,2025-07-24 00:00:00,0.8214,-0.057766140340202214,stop_loss,BELOW,
SHORT,0.4349,,0.4368,-0.07755102040816389,TREND,36.6494,0.0091,1.9623,41.6797,4,BEARISH_BOS,True,,,0.019699999999999995,,,BOS,True,,,0.4594,2025-07-23 13:00:00,1,17.50489101218265,6.301760764385754,ARBUSDT,11,0.23265306122448942,0.024499999999999966,2025-07-24 00:00:00,0.4368,-0.033259292923147256,stop_loss,BELOW,
SHORT,0.3707,,0.3704,0.012605042016805311,TREND,30.6661,0.0066,5.5435,41.5217,4,BEARISH_BOS,True,,,0.017199999999999993,,,BOS,True,,,0.3945,2025-07-23 13:00:00,1,17.50489101218265,6.301760764385754,AXLUSDT,11,0.3571428571428545,0.023800000000000043,2025-07-24 00:00:00,0.3704,0.0052514673036542165,stop_loss,BELOW,
SHORT,508.4,,524.0,-0.7499999999999987,TREND,35.8727,5.8,10.468,37.3153,4,BEARISH_BOS,True,,,17.400000000000034,,,BOS,True,,,529.2,2025-07-23 13:00:00,1,0.30296926751854486,6.301760764385754,BCHUSDT,21,0.6778846153846115,20.800000000000068,2025-07-24 10:00:00,524.0,-4.726320573289307,stop_loss,BELOW,
SHORT,23.882,,24.197,-0.2622814321398822,TREND,32.7163,0.4034,6.0032,38.8171,4,BEARISH_BOS,True,,,1.0299999999999976,,,BOS,True,,,25.083,2025-07-23 13:30:00,1,5.2470947247175435,6.301760764385754,AVAXUSDT,25,0.8909242298084954,1.200999999999997,2025-07-24 14:00:00,24.197,-1.6528348382860143,stop_loss,BELOW,15m
LONG,0.3959,,0.4054,0.19709543568464763,TREND,35.8858,0.0129,32.0222,22.2161,4,BULLISH_BOS,True,,,0.020199999999999996,,,BOS,True,,0.3477,,2025-07-24 09:00:00,1,17.500602313884663,6.300216832998479,AXLUSDT,30,1.1763485477178437,0.048199999999999965,2025-07-25 15:00:00,0.4054,0.16625572198190444,stop_loss,ABOVE,
