symbol,entry_time,exit_time,MFE,MAE,final_R
DOGEUSDT,2022-04-18 05:00:00,2022-04-18 10:00:00,2.1111111111111147,0.0,1.7777777777777786
DOGEUSDT,2022-04-18 06:00:00,2022-04-18 23:00:00,0.3469387755102064,1.0,-1.0
DOGEUSDT,2022-04-18 09:00:00,2022-04-18 23:00:00,0.10714285714285537,1.0,-1.0
NEARUSDT,2022-04-20 00:15:00,2022-04-20 04:00:00,0.2187341772151872,0.6703797468354452,-0.6045569620253174
AAVEUSDT,2022-04-22 14:00:00,2022-04-22 18:00:00,0.3386243386243393,0.0,0.1084656084656092
DOTUSDT,2022-04-23 21:15:00,2022-04-23 22:00:00,0.05777777777777891,0.08888888888888699,-0.0177777777777774
BNBUSDT,2022-04-25 00:30:00,2022-04-25 09:00:00,1.0128755364806896,0.20171673819742236,0.7253218884120176
ADAUSDT,2022-04-25 06:00:00,2022-04-25 09:00:00,2.7945945945946047,0.0,2.2864864864864916
FILUSDT,2022-04-25 06:30:00,2022-04-25 09:00:00,0.898989898989901,0.0,0.49494949494949775
AVAXUSDT,2022-04-28 19:30:00,2022-04-29 00:00:00,0.5636743215031268,0.12734864300626536,0.21920668058454665
AVAXUSDT,2022-04-29 03:30:00,2022-04-29 07:00:00,0.14654002713704423,0.34599728629579257,-0.21302578018995905
AVAXUSDT,2022-04-29 08:30:00,2022-04-29 16:00:00,0.8446909667194901,0.0,0.5245641838351779
XRPUSDT,2022-04-29 11:45:00,2022-04-29 21:00:00,0.6296296296296291,0.20370370370370192,0.20679012345679143
LINKUSDT,2022-04-29 16:15:00,2022-04-29 23:00:00,1.0178571428571408,0.0,0.647321428571426
UNIUSDT,2022-04-29 16:00:00,2022-04-30 02:00:00,3.8979591836734597,0.0,2.2176870748299256
UNIUSDT,2022-04-29 21:00:00,2022-04-30 02:00:00,0.5283018867924567,1.169811320754718,-1.0
UNIUSDT,2022-04-29 23:00:00,2022-04-30 02:00:00,0.1860465116279065,1.2093023255813957,-1.0
UNIUSDT,2022-04-30 18:00:00,2022-04-30 21:00:00,3.824110671936782,0.0,2.737154150197643
UNIUSDT,2022-04-30 19:00:00,2022-04-30 21:00:00,0.2876712328767173,1.0958904109588996,-1.0
AXSUSDT,2022-04-30 22:00:00,2022-04-30 23:00:00,6.293788187372689,0.0,4.0
AAVEUSDT,2022-04-30 22:00:00,2022-05-01 02:00:00,5.23004548922104,0.0,3.4076512304693036
AVAXUSDT,2022-04-30 14:30:00,2022-05-01 05:00:00,0.8380281690140856,0.028873239436619503,0.288732394366198
AAVEUSDT,2022-04-30 23:00:00,2022-05-01 05:00:00,1.0021221410044667,1.0610705022400373,-1.0
DOTUSDT,2022-05-03 19:00:00,2022-05-04 00:00:00,0.3370203940546152,0.39751123401313604,-0.3110957483581054
NEARUSDT,2022-05-05 00:30:00,2022-05-05 06:00:00,0.042870456663559514,0.2926374650512581,-0.27213420316868564
XRPUSDT,2022-05-06 11:45:00,2022-05-06 19:00:00,0.2436781609195384,0.18850574712643858,0.059770114942527125
LTCUSDT,2022-05-07 02:30:00,2022-05-07 07:00:00,0.5270270270270281,0.031531531531528476,0.03153153153153487
ATOMUSDT,2022-05-07 03:00:00,2022-05-07 07:00:00,1.6173116470368247,0.0,0.953636193681057
